tenure,monthly_charges,total_charges,num_products,support_calls,contract_type,payment_method,age_group,region,internet_service,online_backup,tech_support,churn
58,104.3,6810.44,3,1,2,2,1,2,1,0,0,0
22,67.01,1382.71,1,1,1,1,2,2,0,1,0,1
70,58.98,3909.0,5,2,1,1,1,0,1,1,1,0
36,59.27,1855.9,5,3,1,3,2,1,1,1,1,0
45,81.6,3798.92,2,0,2,3,1,3,0,0,0,0
36,32.42,1289.55,5,2,1,3,0,1,0,0,1,0
22,77.95,1639.22,4,3,1,2,3,0,0,0,1,1
61,86.51,4866.07,2,2,0,1,0,3,1,1,0,0
56,63.89,4068.0,5,2,2,0,2,1,1,0,1,0
33,115.32,4085.24,1,1,0,2,3,2,1,1,1,1
45,80.82,3710.24,5,0,0,3,1,0,0,1,0,0
36,42.0,1423.79,1,1,1,3,1,3,2,0,1,0
20,67.92,1244.65,1,0,0,2,1,3,2,1,1,1
18,87.54,1677.71,5,4,0,2,1,1,2,0,1,1
38,52.36,2002.8,1,0,0,1,2,3,2,0,0,1
67,27.96,1885.18,3,3,0,2,1,2,2,1,0,0
23,78.34,1571.46,2,1,0,0,3,3,1,0,1,1
16,114.79,1843.31,5,2,1,0,3,0,1,0,1,1
59,68.51,4433.28,3,4,2,2,3,2,1,0,0,0
69,110.61,8655.16,1,3,0,0,0,2,0,0,1,0
68,103.5,6207.69,1,1,1,1,1,1,1,0,0,1
21,34.74,758.27,2,0,2,2,1,2,2,0,0,0
70,90.82,6487.54,3,5,0,0,2,3,2,0,1,1
12,63.55,851.85,3,4,1,3,0,3,1,1,1,1
16,45.02,774.69,5,5,0,1,2,1,2,0,0,1
14,88.69,1415.03,1,1,1,2,2,3,1,0,1,1
61,94.27,6543.82,4,2,0,2,2,3,1,1,1,1
71,37.99,2475.29,5,2,2,2,2,2,0,1,0,0
46,111.44,5473.02,5,3,0,3,2,1,0,0,0,0
32,95.11,3071.54,5,3,1,0,1,1,1,0,0,0
15,113.34,1554.5,2,4,0,2,1,3,2,0,1,1
44,51.71,2066.86,2,3,1,0,1,3,0,1,0,0
17,113.93,1693.45,5,1,0,1,2,0,1,0,1,1
41,56.85,2537.59,4,1,0,3,1,1,2,0,1,0
54,25.4,1299.23,3,4,0,3,2,2,2,1,1,0
44,96.3,4690.82,3,3,0,1,2,3,1,1,1,1
5,90.35,466.43,1,3,1,1,1,0,1,1,1,1
27,79.79,2266.58,3,1,0,2,2,0,1,0,1,0
43,68.99,2781.14,3,3,1,1,1,2,1,0,0,1
31,23.22,710.49,4,0,0,3,1,3,2,0,1,0
17,82.46,1364.94,3,1,0,0,2,2,1,1,0,1
54,61.68,3066.79,4,1,0,0,3,3,1,0,1,0
62,76.02,5183.47,2,4,2,0,2,0,2,0,0,1
32,62.93,2087.59,4,2,1,0,3,3,2,0,1,1
40,116.61,4016.97,2,4,0,0,2,0,1,1,1,1
13,80.41,1145.67,4,2,1,0,2,1,1,0,1,0
35,94.92,2929.67,5,3,2,3,1,0,2,1,1,0
5,113.63,551.76,2,1,0,1,1,2,2,1,1,1
29,79.16,2344.71,2,1,1,3,0,0,1,1,0,1
70,21.21,1265.18,3,3,0,2,1,3,2,1,1,1
25,23.43,612.6,2,1,0,0,2,2,0,1,1,0
22,90.23,2080.25,4,1,0,1,2,2,1,1,0,1
66,47.91,3306.65,5,3,1,1,2,1,2,0,0,0
45,77.94,3153.12,5,0,0,0,1,1,1,1,0,0
69,40.23,2572.31,3,1,0,1,1,1,0,1,1,0
1,47.02,43.46,4,0,0,0,1,2,0,0,1,1
44,70.46,3528.34,4,4,0,2,1,2,1,1,0,1
39,117.56,3989.89,1,0,0,0,3,3,1,0,0,1
54,81.63,4313.66,2,0,1,2,2,2,1,1,1,1
29,113.61,3661.79,3,2,0,1,0,1,2,0,1,1
54,115.94,6766.76,5,2,2,3,2,0,2,0,1,0
16,40.81,716.14,1,3,0,1,2,3,0,1,1,1
20,51.12,1167.25,4,2,1,3,2,3,2,0,1,0
46,97.0,4311.05,2,1,0,0,3,0,0,0,0,1
67,106.68,6739.18,5,4,1,1,2,3,1,0,1,0
65,71.92,4016.73,1,3,2,1,3,1,2,1,0,0
58,119.32,6194.08,4,2,0,2,3,1,0,1,1,1
53,21.16,1142.19,5,4,1,0,0,3,0,0,1,0
1,49.96,44.83,5,0,0,3,0,3,1,1,1,1
66,82.32,5818.01,4,1,0,0,1,3,2,0,1,0
29,66.93,1671.48,4,4,2,2,2,2,0,1,1,0
70,31.66,2056.31,3,4,0,2,2,2,1,0,0,1
8,56.78,480.86,5,1,0,2,2,2,1,0,0,1
29,22.54,605.84,4,1,0,0,1,0,1,1,0,0
51,84.27,4592.97,1,3,0,2,2,0,0,0,0,0
33,109.27,4142.48,2,3,2,0,2,1,0,0,0,0
3,108.49,354.47,3,2,0,2,1,3,1,0,0,1
60,89.95,5141.17,4,1,1,1,1,3,1,0,0,0
35,66.58,2610.23,2,2,0,3,2,3,2,1,1,0
69,71.2,4251.5,3,4,0,0,2,1,0,1,1,0
20,33.69,719.32,5,2,1,3,2,2,1,1,0,0
39,54.1,1808.23,2,2,1,0,1,0,1,0,0,0
4,38.77,139.95,3,3,0,0,1,0,1,0,1,1
19,102.12,2224.1,4,2,2,1,2,1,1,0,0,0
45,111.48,4807.04,4,4,0,1,3,3,2,1,1,1
43,73.69,3473.45,3,7,0,0,3,3,2,0,0,1
13,92.78,1161.26,5,2,2,2,2,0,1,0,1,0
13,32.15,460.53,3,1,1,0,3,2,2,0,1,1
60,80.85,5528.59,1,2,2,0,0,0,2,1,0,0
57,90.28,5046.39,3,1,1,1,3,2,2,1,0,0
52,65.28,3454.83,3,3,0,1,1,2,2,1,1,1
53,44.33,2440.01,4,2,1,3,2,2,1,0,0,0
43,107.74,5237.05,5,1,0,3,0,2,1,0,0,0
42,94.29,3671.21,3,2,1,2,3,3,2,1,1,1
26,109.99,2955.07,2,4,1,3,2,0,1,0,1,0
23,101.84,2219.16,4,5,2,3,1,0,1,1,0,1
43,119.04,4683.94,4,5,1,3,1,2,2,1,1,0
28,39.22,961.35,3,2,0,2,1,1,2,1,0,1
9,28.67,267.42,2,0,0,0,1,3,1,0,1,1
20,53.7,1197.11,3,3,0,0,1,1,1,1,0,1
56,32.9,1760.28,2,2,1,2,2,2,1,1,0,0
39,72.31,2864.77,4,5,1,0,2,2,0,0,0,1
51,83.3,4429.6,2,1,0,3,3,1,0,1,1,1
12,77.83,910.03,3,4,2,3,1,0,2,1,1,1
55,45.92,2831.46,1,3,2,3,0,0,2,0,1,0
11,110.88,1169.49,1,2,2,3,1,1,2,0,1,1
26,22.12,510.36,2,4,0,0,0,2,1,1,0,1
42,54.8,2055.85,3,1,1,2,2,3,1,1,0,0
27,91.9,2772.23,5,4,2,2,2,2,2,0,1,0
11,96.69,1219.34,1,3,1,2,2,0,2,1,0,1
38,61.61,2193.01,4,0,0,1,1,0,2,0,1,1
43,21.69,832.99,3,2,2,2,2,2,1,0,0,1
19,81.8,1545.99,3,1,2,1,3,0,1,1,1,0
64,26.31,1789.65,1,0,1,2,1,1,2,1,0,0
6,30.79,190.94,5,3,0,3,3,1,1,0,1,1
46,85.03,4440.46,4,2,0,2,0,0,1,1,1,0
42,51.25,2357.65,5,1,1,1,0,2,2,1,0,0
65,54.8,3956.5,4,1,0,3,3,1,2,0,0,0
59,68.68,4102.81,1,3,1,1,2,0,1,1,1,0
52,117.86,5811.04,3,1,0,0,1,0,1,0,0,1
47,116.54,5809.09,4,2,0,0,1,3,2,1,1,1
7,61.63,423.5,3,1,0,0,2,2,1,1,1,0
11,46.55,479.45,2,1,0,3,2,0,2,0,1,1
61,50.26,2745.99,2,1,1,3,2,1,2,0,1,0
68,46.88,3214.37,1,4,0,1,0,0,2,1,0,0
25,73.22,1882.38,1,1,1,3,2,2,1,1,0,0
12,80.69,988.21,1,1,1,2,1,0,0,0,0,1
26,68.88,1584.82,2,3,0,1,2,1,0,0,0,1
12,60.8,744.91,4,3,2,2,2,1,1,1,1,1
43,41.13,1592.6,5,4,1,3,1,0,1,0,1,0
51,68.25,3651.73,1,2,1,2,1,3,1,0,1,0
37,54.11,1959.67,5,0,2,3,1,2,1,0,0,0
46,74.16,3768.29,5,2,0,3,1,1,1,0,0,0
53,87.52,5025.72,2,2,0,2,0,2,1,0,1,0
13,83.33,1156.23,4,0,0,0,1,2,1,0,0,1
54,66.25,3792.89,2,1,0,3,0,1,0,0,0,0
57,75.61,4387.7,1,2,1,1,2,0,2,0,0,1
4,48.49,168.41,2,1,1,1,0,2,1,1,1,1
49,22.42,1150.03,2,1,0,0,1,0,0,0,1,1
7,82.5,571.78,2,4,0,2,3,3,0,1,0,0
11,45.26,493.28,1,2,0,0,0,3,0,1,1,1
54,86.9,4522.05,1,3,0,2,1,2,1,0,1,0
45,94.7,4810.09,2,2,1,0,2,1,1,1,1,0
23,111.59,2373.71,2,1,1,3,1,2,2,0,1,1
28,115.81,3064.32,5,1,0,1,2,0,1,1,0,1
57,21.05,1366.69,4,5,0,0,1,0,2,1,0,1
26,119.04,3382.95,5,1,0,1,1,2,2,0,1,0
25,88.3,1885.74,4,1,1,2,3,2,1,0,1,1
54,84.35,5109.98,4,2,2,0,1,2,1,1,1,0
29,21.52,572.94,2,0,0,0,1,3,1,1,1,0
36,106.12,4056.47,5,1,2,0,1,1,2,1,0,1
14,34.55,491.39,4,1,2,0,1,0,0,1,0,0
35,103.73,3670.75,4,2,0,1,1,3,1,1,0,1
30,21.56,688.97,1,4,2,3,1,3,2,0,1,0
17,84.6,1311.81,4,1,0,1,2,2,1,1,1,1
67,63.48,3818.1,2,2,2,3,2,0,1,0,0,0
30,40.08,1257.09,3,0,1,0,2,0,1,0,0,0
45,30.76,1297.07,1,1,0,3,2,0,1,0,0,0
51,64.01,3728.84,3,2,2,1,2,0,2,0,1,0
47,32.33,1497.43,2,3,0,0,3,2,1,0,1,0
53,68.64,3214.24,3,1,2,1,1,3,1,1,1,0
64,82.52,5575.8,4,1,0,1,3,3,1,1,1,0
38,102.74,3677.03,3,0,1,1,1,3,2,1,0,0
64,87.86,5030.52,5,1,0,3,2,3,0,1,1,0
7,26.52,181.34,2,3,2,0,2,0,0,0,1,0
22,50.74,1271.82,5,2,0,0,3,0,1,0,0,1
41,48.8,1947.55,3,2,0,1,1,1,2,0,0,1
10,111.5,1063.96,5,5,1,2,2,2,2,1,1,1
57,106.78,5985.04,1,2,2,1,1,0,1,1,0,0
7,57.01,340.69,3,1,0,3,3,0,2,0,0,1
50,27.12,1206.55,5,0,0,3,3,2,2,0,0,1
52,109.41,6286.19,4,0,0,0,1,2,1,1,0,1
33,108.82,4106.02,3,1,0,2,1,0,1,0,1,1
1,105.47,94.65,1,4,2,3,0,3,2,0,0,1
53,104.51,5597.95,4,3,0,0,0,1,1,1,0,1
60,68.03,4652.53,3,3,1,2,3,1,1,0,0,0
34,37.74,1151.06,4,2,1,2,2,2,2,0,0,0
4,67.75,245.49,3,1,0,0,1,3,2,0,1,1
17,69.46,1332.01,3,1,0,3,2,2,0,0,0,1
4,68.99,293.0,2,1,2,1,2,1,0,0,1,1
43,73.88,2845.04,5,1,0,3,1,1,2,0,1,0
4,45.77,177.21,3,3,0,3,1,3,0,0,0,0
1,56.62,49.09,1,3,0,3,2,1,2,1,1,1
71,63.42,4411.78,5,3,1,0,1,1,1,1,0,0
50,33.11,1793.63,2,3,0,0,0,3,1,1,0,1
61,65.54,4062.45,5,1,2,1,1,1,1,1,0,0
35,101.05,3693.08,5,3,1,3,3,2,1,1,0,1
8,102.81,779.72,3,3,0,3,0,2,0,1,1,1
24,61.16,1318.66,1,1,1,1,2,2,0,0,0,0
36,71.88,2209.74,3,2,0,2,2,2,1,1,0,1
50,23.37,1280.86,1,3,2,2,0,0,1,0,0,0
43,87.44,3914.21,1,0,0,1,2,1,1,1,0,1
27,60.46,1499.88,4,1,0,3,1,1,0,0,1,0
32,64.55,2014.99,3,2,1,0,2,2,1,0,0,0
18,107.37,2107.38,2,2,1,3,3,1,1,1,1,0
28,66.18,1874.65,5,1,1,1,1,0,0,1,0,0
29,22.12,603.0,4,4,2,1,2,0,0,0,1,0
16,42.75,636.21,2,0,0,1,1,0,1,0,0,1
47,67.56,2906.41,3,1,0,0,1,3,1,1,0,0
59,62.44,4041.72,1,2,0,3,1,2,1,1,0,1
31,106.04,3367.87,3,1,2,0,2,1,1,0,1,1
4,74.21,315.48,3,0,2,2,1,0,2,1,1,0
37,88.96,3647.27,4,3,2,3,1,0,2,1,0,1
17,66.93,1304.04,2,0,0,1,2,1,1,0,1,1
39,63.97,2307.17,4,3,0,3,2,1,1,0,1,0
48,64.63,2805.21,2,1,0,1,3,3,2,1,1,0
46,61.09,2778.2,4,0,0,0,1,0,2,1,1,0
48,73.86,3050.72,5,1,0,3,2,0,1,1,0,0
39,45.04,1910.47,1,1,0,1,3,3,2,1,0,0
4,109.11,486.67,1,0,0,0,0,3,1,1,0,1
30,53.31,1688.51,1,3,0,3,2,1,1,1,1,0
30,34.75,970.01,5,2,0,3,1,2,2,0,1,1
22,29.66,578.65,5,2,0,2,2,1,1,1,1,1
66,21.34,1358.79,1,3,1,3,2,3,1,0,1,0
12,62.29,822.17,1,2,0,2,3,2,0,1,0,1
36,38.76,1331.7,2,2,1,3,2,3,2,0,0,0
18,22.16,343.22,2,1,0,2,2,0,2,0,1,0
53,72.0,3557.69,3,4,2,0,0,3,0,1,1,0
71,88.0,7166.18,4,2,0,3,1,2,2,1,0,0
1,28.58,30.09,2,2,0,0,1,2,0,1,1,0
58,66.09,4294.32,2,2,1,3,2,0,1,0,1,0
6,94.36,612.86,2,4,2,3,1,0,2,1,1,1
70,118.58,8399.52,2,3,0,3,3,2,1,0,1,1
44,86.72,3413.49,5,2,0,3,0,1,1,0,1,1
24,44.48,1019.14,3,2,2,3,1,3,2,0,1,1
19,91.66,1785.2,2,1,0,3,3,1,2,0,0,1
18,79.79,1595.97,4,4,0,1,1,0,1,1,1,1
30,41.18,1149.66,2,3,2,3,2,3,2,0,0,0
42,105.11,3913.02,5,0,2,2,0,3,2,0,0,0
33,62.74,2106.98,1,2,0,3,1,0,1,1,1,1
12,116.2,1259.05,1,0,2,0,0,1,0,0,1,0
27,92.29,2574.33,3,3,1,2,0,1,1,1,0,1
39,84.46,3060.12,1,4,0,2,2,0,2,0,0,1
9,92.84,768.08,2,4,1,2,2,1,1,0,1,1
21,67.81,1380.93,5,1,1,1,3,2,0,0,1,0
29,70.52,2102.33,3,2,1,3,1,0,1,1,0,1
33,105.12,3516.15,2,4,2,0,1,2,0,1,0,0
62,88.09,5043.5,1,7,0,0,2,2,2,1,1,0
15,109.72,1838.98,4,1,1,0,0,2,0,1,1,0
2,109.08,192.63,2,1,0,1,2,3,2,1,0,1
52,117.65,5272.52,4,1,0,1,1,2,1,0,1,1
44,90.02,4082.99,4,4,1,1,3,1,2,0,1,0
54,70.23,3363.97,3,2,1,3,0,0,1,1,1,0
18,36.63,660.33,5,1,2,1,0,1,0,0,1,1
3,90.54,308.43,1,2,2,0,1,2,2,1,1,1
7,49.16,364.6,1,2,1,1,1,2,1,0,0,1
43,48.29,2149.85,2,0,0,0,2,2,1,0,0,0
38,43.83,1702.87,1,2,1,2,3,2,2,1,0,1
37,107.51,3595.52,3,1,0,0,0,0,1,0,0,1
58,106.8,6069.04,1,3,0,2,1,0,2,1,1,1
33,83.1,2612.65,2,0,1,3,1,3,1,0,0,1
59,67.3,4510.28,1,3,1,1,2,0,2,1,1,1
11,87.21,885.17,5,1,1,3,1,2,0,0,0,1
68,80.72,5442.25,4,1,2,3,2,3,2,1,1,0
68,61.57,4737.26,4,1,0,3,2,2,0,0,1,1
22,57.96,1385.82,4,3,0,2,2,3,1,0,1,1
66,58.28,4382.46,5,3,1,1,2,0,2,0,1,0
44,78.91,3585.03,3,0,1,3,2,0,0,1,0,0
6,84.77,483.24,2,0,0,3,1,0,1,1,0,1
42,65.17,3005.56,5,1,0,0,0,3,1,0,1,0
25,116.87,2738.94,2,0,0,0,1,1,2,0,1,1
57,28.38,1455.21,3,1,2,1,0,2,2,0,1,0
55,54.7,3194.96,5,2,2,0,1,0,0,0,1,0
16,61.91,1031.81,1,0,0,2,1,0,2,1,1,1
14,21.69,338.21,3,1,0,2,0,2,1,1,1,0
39,56.5,2508.67,4,1,0,2,2,1,2,0,0,0
28,47.37,1468.52,5,3,0,3,2,2,1,0,0,0
51,70.6,3125.5,3,2,0,1,1,0,1,0,1,0
49,53.64,2758.13,3,4,0,2,2,0,1,1,0,1
9,92.62,904.77,5,2,0,2,2,1,1,1,0,1
58,70.99,4712.93,4,0,0,2,1,3,2,1,0,0
45,32.98,1428.13,4,5,1,2,3,1,0,0,0,0
22,95.01,1883.14,3,3,0,2,1,2,0,0,0,0
32,29.92,1058.92,2,0,2,2,2,0,1,0,0,0
69,103.9,6776.84,3,3,2,1,3,1,1,1,0,0
69,113.14,8036.81,5,1,0,2,2,0,1,1,1,0
42,52.24,2121.79,5,2,0,1,2,3,1,1,1,0
53,112.61,5793.66,5,2,0,1,3,1,2,1,0,1
59,99.3,6267.33,4,1,0,1,1,1,0,1,1,0
39,112.24,4195.58,1,1,0,2,1,0,2,1,1,1
15,86.63,1374.67,5,2,1,2,2,3,2,1,0,1
71,43.56,2642.41,5,1,1,1,3,0,2,1,1,0
29,109.45,3007.14,2,1,0,1,2,2,0,0,1,0
3,38.43,109.02,2,2,1,2,3,2,1,0,0,1
10,41.31,443.9,3,0,0,0,1,3,2,1,0,1
29,47.11,1290.08,3,1,0,0,2,2,2,1,0,0
35,50.42,1835.45,3,0,1,0,3,0,2,1,1,0
6,71.45,452.93,5,2,0,2,1,1,2,1,1,1
12,91.35,1148.25,2,3,1,1,3,2,0,0,0,1
38,112.62,4412.21,3,4,2,0,1,3,1,0,0,1
19,28.84,533.83,2,1,2,3,3,3,2,0,1,0
67,115.44,7440.31,5,2,0,3,3,0,1,1,1,1
8,112.13,914.44,5,0,1,1,0,2,1,1,1,1
8,25.4,176.6,3,1,0,3,2,2,1,1,0,1
47,56.03,2930.43,5,3,2,2,2,2,0,0,1,0
4,101.31,444.81,5,0,2,3,0,3,0,0,1,1
51,81.16,3948.29,2,1,0,1,0,3,0,0,0,0
67,97.91,6691.43,1,3,2,0,0,3,1,1,1,0
45,91.9,4671.91,4,0,0,2,2,1,1,1,0,0
8,69.68,519.23,3,0,0,1,1,0,1,0,1,1
16,24.12,414.02,1,0,0,2,3,1,2,0,1,0
67,78.43,4596.82,3,2,0,0,1,3,2,0,1,0
9,24.86,225.28,1,2,2,0,2,2,0,1,1,0
60,80.37,5377.85,5,3,0,0,0,2,0,1,1,0
71,100.04,7213.1,3,3,2,2,2,1,1,0,1,0
15,78.5,1218.55,1,1,2,3,3,3,2,0,0,1
71,119.7,9538.19,4,1,2,2,1,3,1,1,0,0
41,65.59,2862.79,5,1,0,0,1,3,1,0,1,1
22,94.88,2210.08,3,2,1,2,2,2,0,1,0,1
24,86.72,2135.25,3,0,1,2,1,2,1,1,1,0
44,119.14,5451.45,1,2,1,3,1,3,2,0,0,1
1,91.32,99.64,3,3,0,0,1,1,1,1,0,1
10,36.4,416.37,5,1,1,3,1,0,1,0,0,1
56,115.55,7044.21,2,7,1,0,2,2,0,1,0,0
50,86.78,4609.03,1,2,1,1,3,2,0,1,0,0
12,25.93,277.18,4,2,2,0,2,0,1,1,0,0
60,85.76,5634.86,3,5,0,2,0,3,1,1,0,1
26,108.31,3015.49,5,1,0,1,1,1,1,1,0,1
41,77.7,3444.34,3,2,0,2,3,1,0,1,1,0
36,55.4,1833.57,4,1,0,1,3,3,2,1,0,0
23,102.09,2632.29,5,0,0,2,0,2,0,1,0,0
43,98.25,3714.38,4,1,0,1,3,3,2,1,1,0
6,74.42,413.5,5,1,2,1,3,2,2,1,1,0
69,35.44,2564.68,2,2,2,2,1,1,1,0,1,0
43,45.1,2040.3,5,3,0,1,2,2,1,1,0,0
25,93.85,2214.82,4,1,0,2,2,1,2,1,1,0
18,100.61,1920.43,1,0,0,3,1,1,1,0,0,1
62,47.93,2871.54,2,1,1,2,1,1,2,0,1,0
13,56.8,627.66,3,2,1,3,1,2,2,0,0,1
43,27.76,1072.98,2,1,0,1,3,3,1,0,0,1
28,91.35,2851.28,2,4,1,0,2,1,1,0,1,1
18,20.36,335.95,3,3,0,3,1,3,0,0,1,0
59,24.65,1285.68,5,1,2,0,2,0,1,1,1,0
60,20.43,1293.08,2,4,2,0,1,0,1,1,1,0
63,84.53,5230.78,2,3,2,2,1,1,1,0,0,0
57,61.74,3832.23,1,4,0,2,2,0,1,0,1,0
51,49.75,2812.64,1,2,0,0,2,1,2,0,0,0
56,111.27,6877.9,4,2,0,2,1,2,0,0,1,0
27,39.28,1001.07,3,2,1,0,1,2,0,0,0,0
32,58.94,1889.12,5,1,0,2,2,2,0,1,1,0
9,114.03,1072.51,5,3,1,2,2,3,2,1,0,1
68,62.71,4036.59,4,4,1,2,2,1,0,0,1,0
46,75.47,2993.66,5,1,1,0,2,1,1,0,1,1
67,28.03,1875.81,5,3,2,1,2,3,1,0,1,0
26,99.02,2198.17,1,3,1,2,2,3,1,0,0,1
8,62.28,565.56,5,2,0,2,3,0,1,1,0,1
6,100.05,653.74,5,1,1,0,1,0,0,0,1,1
24,45.38,988.48,4,0,2,3,3,2,1,1,1,0
48,62.25,2797.48,4,0,1,0,1,3,2,1,1,0
45,98.65,5082.53,2,1,1,2,2,3,2,1,0,0
13,117.39,1468.15,5,0,2,2,1,3,0,1,1,0
69,25.96,1943.9,5,5,1,1,1,1,2,1,1,0
25,101.25,2490.76,5,0,2,2,3,0,0,1,0,1
20,50.07,1110.76,1,2,0,3,1,3,2,1,1,1
66,75.07,5257.78,5,2,1,2,2,2,2,1,0,0
45,49.01,1889.76,1,1,0,2,2,1,1,1,1,1
47,81.34,3587.37,2,5,0,1,1,3,0,1,1,1
63,55.38,3549.66,3,1,0,3,3,0,2,0,1,1
55,53.36,3310.11,5,6,0,3,2,3,0,0,0,0
19,23.79,398.11,4,2,0,2,3,0,2,1,1,0
35,34.7,1251.22,4,1,0,3,2,0,2,0,1,1
53,111.71,5569.15,5,2,0,1,2,0,2,0,0,0
26,119.83,3479.41,1,2,2,0,1,2,2,0,0,1
14,98.05,1481.93,4,2,0,2,2,2,0,0,0,1
45,48.68,2105.03,4,2,0,2,0,0,2,1,1,0
44,60.24,2386.03,2,1,0,3,2,1,2,1,1,1
65,93.95,5211.82,2,2,0,2,0,3,1,1,1,0
51,116.85,6175.99,2,1,2,2,1,1,2,0,0,0
43,65.55,2739.15,4,3,2,1,0,1,2,0,0,0
23,102.95,2236.31,4,3,2,0,3,3,2,0,1,0
56,117.51,7538.82,5,2,0,0,2,2,1,1,0,0
19,107.35,2018.88,5,2,0,3,2,1,1,1,0,1
55,42.71,2525.41,1,4,0,1,3,1,2,0,0,1
60,20.8,1127.4,4,3,1,1,2,3,2,1,1,0
59,69.21,3487.27,5,1,2,1,0,1,1,1,0,0
33,73.14,2353.8,5,0,2,1,2,1,1,0,1,0
19,40.13,800.27,2,1,0,2,3,2,2,0,1,1
28,48.47,1359.77,2,1,0,3,1,1,1,1,1,1
52,96.52,5606.7,2,4,0,3,2,0,2,0,0,1
49,67.03,3219.64,3,1,1,2,2,2,1,1,0,0
37,51.74,1805.68,5,5,0,3,1,3,1,1,1,1
26,82.26,2405.78,2,1,0,1,3,3,1,1,1,1
40,85.28,3315.67,2,0,2,2,1,3,2,0,0,0
38,96.94,3429.14,4,1,1,2,0,1,2,0,1,1
54,35.67,1693.73,2,0,0,0,3,3,0,0,0,0
22,94.15,2253.6,4,6,0,2,2,0,2,1,0,1
16,79.94,1403.83,1,1,1,0,1,2,1,0,0,1
28,25.76,620.23,2,6,1,2,1,0,0,0,0,1
35,97.74,3275.99,4,1,1,3,3,3,2,0,0,1
60,58.31,3760.74,2,0,0,0,1,1,1,1,1,0
45,53.04,2706.33,1,2,2,0,2,1,2,1,1,1
46,64.81,2871.87,2,3,1,0,1,3,0,0,1,0
55,54.62,3339.25,4,3,2,0,3,3,2,0,0,1
26,53.83,1354.92,1,2,0,1,2,3,1,1,1,0
25,100.81,2277.87,1,2,0,2,2,1,1,0,1,1
65,32.45,1795.07,1,0,0,1,2,0,0,1,0,0
6,117.06,666.58,3,0,2,3,3,2,1,1,1,1
23,75.49,1673.04,4,1,0,2,3,3,1,0,0,1
64,38.29,2777.97,3,2,0,1,2,0,0,0,0,0
43,33.12,1298.64,1,3,0,2,2,0,1,0,0,1
23,79.15,1756.15,3,3,1,1,1,0,1,1,0,1
30,83.3,2143.01,2,2,2,3,1,3,2,1,0,1
18,25.3,491.45,3,0,2,1,2,1,2,0,1,0
21,44.3,1046.17,5,3,1,3,2,0,1,1,1,0
57,99.55,5227.84,1,1,2,0,3,0,1,0,0,1
23,24.96,561.91,1,2,0,1,0,0,2,1,0,0
45,105.51,4209.65,4,0,2,0,2,2,2,0,0,0
44,85.82,3727.02,2,1,0,3,2,0,0,0,1,1
47,63.44,2653.8,4,0,0,0,2,0,1,1,0,0
40,54.64,2201.04,3,3,0,1,0,1,2,0,0,0
51,21.92,1196.87,5,2,0,2,2,0,2,0,0,1
42,102.52,4374.81,5,5,0,1,1,0,2,0,0,1
7,34.27,221.57,5,1,0,0,2,3,1,0,0,1
50,50.95,2435.96,5,0,0,0,2,1,1,1,1,0
48,76.91,3845.18,2,4,0,1,1,0,2,0,1,0
6,44.6,274.8,3,1,0,1,2,0,1,1,1,1
9,69.71,559.06,5,4,2,1,3,2,1,0,1,1
57,100.93,6348.63,1,4,2,1,1,2,1,0,0,0
31,67.05,2063.2,3,3,2,3,2,0,2,0,1,0
21,114.9,2168.46,2,1,1,2,1,2,1,0,1,1
40,104.75,3715.9,5,0,1,0,2,0,1,0,0,0
45,53.3,2733.69,2,0,2,3,1,3,1,1,0,0
49,60.0,2747.14,5,1,1,1,1,2,2,0,0,0
20,62.33,1399.47,1,2,0,1,2,3,2,1,1,1
17,82.62,1366.83,3,4,0,3,1,0,2,0,1,0
28,48.68,1316.38,1,1,0,1,1,2,0,1,0,1
41,116.92,5082.89,5,3,2,0,3,0,1,1,1,1
66,80.87,4552.54,4,4,1,0,2,1,0,0,1,1
25,59.94,1425.72,3,2,0,0,2,3,2,0,0,1
58,84.5,4610.88,2,1,0,3,2,1,1,0,0,1
41,59.54,2710.74,5,2,0,1,3,3,2,0,0,0
6,101.78,616.01,1,1,1,3,1,0,0,1,0,1
38,76.78,2799.25,4,1,1,0,0,2,1,0,0,1
6,24.2,134.99,5,1,0,3,1,1,0,0,1,0
45,37.68,1741.44,2,0,0,1,2,2,1,1,1,0
14,106.5,1335.19,1,2,1,1,1,2,1,1,1,1
66,76.29,4651.77,3,1,2,2,2,1,1,1,1,0
40,115.03,4316.47,4,0,2,2,0,1,1,1,1,0
3,27.24,84.37,5,2,0,2,2,2,0,0,0,1
24,49.53,1143.43,5,4,0,0,2,0,2,1,1,0
19,39.35,749.03,5,4,0,2,1,1,2,1,1,1
18,75.38,1418.15,5,1,1,0,1,0,2,1,1,0
64,58.28,4240.42,1,1,1,3,2,0,2,1,0,0
35,35.73,1349.81,3,1,0,1,2,1,2,1,1,0
62,84.28,5076.55,2,3,1,3,2,0,1,1,1,0
1,73.63,79.11,4,4,0,2,1,3,2,0,1,1
25,47.47,1346.96,5,2,2,2,3,0,1,1,1,1
45,67.98,3058.4,5,3,0,0,2,0,2,0,1,1
49,94.57,4509.69,3,4,0,0,0,0,1,0,1,0
16,40.53,566.35,3,3,1,3,1,2,2,1,0,0
19,49.29,1046.76,1,5,1,3,2,0,0,1,0,1
23,54.61,1160.51,1,4,1,2,1,0,1,0,0,0
