credit_score,monthly_income,loan_amount,debt_to_income_ratio,employment_stability,late_payment_rate,total_debt_burden,default
726,3287.16,12885,0.2581,4,0.1481,848.41,0
324,8209.65,10796,0.4245,9,0.2356,3484.94,1
829,5282.64,40047,0.5301,4,0.2686,2800.32,1
489,7540.07,33863,0.4032,8,0.107,3039.92,0
440,6578.08,16478,0.3878,2,0.064,2550.66,0
614,4246.83,33117,0.1839,9,0.0037,780.8,0
743,1668.37,21753,0.5625,6,0.1018,938.47,0
618,5010.86,21325,0.2209,3,0.3135,1106.91,0
740,1699.14,8021,0.643,1,0.0708,1092.62,1
391,5202.6,16185,0.6333,9,0.1609,3294.82,1
478,7945.98,6868,0.4911,2,0.1252,3902.04,0
355,5017.83,14071,0.361,2,0.278,1811.46,1
454,24765.75,9041,0.5821,2,0.1831,14417.09,1
410,3934.24,17515,0.412,2,0.0112,1620.87,1
436,7026.46,45075,0.2821,9,0.1568,1981.96,0
531,5901.01,41058,0.6019,5,0.3806,3551.68,1
767,20538.74,49263,0.9569,5,0.098,19653.81,0
780,6496.15,26966,0.3932,8,0.0719,2554.06,0
367,2216.65,40284,0.3986,7,0.0647,883.52,1
548,13950.66,43109,0.4254,9,0.0292,5934.86,0
622,5907.8,45470,0.8977,6,0.1493,5303.44,0
817,1744.69,23290,0.4016,1,0.0201,700.66,0
731,5786.73,31702,0.0986,9,0.0742,570.83,0
786,10086.41,29223,0.6206,1,0.0013,6259.61,0
728,4941.93,34575,0.138,0,0.0346,682.18,0
568,3247.94,46799,0.079,6,0.1422,256.74,0
836,8379.46,45168,0.4519,6,0.0828,3786.57,0
447,7602.45,22661,0.1828,0,0.1711,1389.85,0
417,4642.65,17439,0.2776,5,0.0043,1288.96,1
666,2170.65,37432,0.0875,6,0.0087,190.01,0
365,2655.99,34511,0.665,0,0.1964,1766.33,1
669,6865.04,32147,0.1364,5,0.1035,936.17,0
474,8061.28,30114,0.1457,9,0.2265,1174.36,0
794,2809.94,7030,0.2899,8,0.041,814.69,0
413,3335.37,25515,0.1064,0,0.1647,354.82,1
410,1823.24,48429,0.5169,1,0.0671,942.49,1
738,6499.54,48743,0.343,1,0.0589,2229.51,0
446,1514.34,31333,0.2592,9,0.1253,392.51,1
334,1690.64,1079,0.0684,2,0.0151,115.59,1
608,1517.41,48577,0.2273,3,0.0643,344.98,1
837,5646.15,30048,0.2642,6,0.0255,1491.85,0
313,3660.93,45900,0.5194,2,0.0496,1901.32,1
673,2912.71,3966,0.1488,6,0.1222,433.39,0
727,11253.67,49302,0.4276,4,0.0498,4812.4,0
532,2356.75,4728,0.2657,4,0.1518,626.29,0
739,3473.04,38304,0.1521,6,0.2341,528.29,0
801,12774.48,39581,0.4561,6,0.1495,5827.06,0
574,3728.22,25794,0.3004,6,0.175,1119.98,0
375,4735.97,1947,0.0723,8,0.1528,342.37,0
738,1834.99,13565,0.2734,0,0.0116,501.69,0
588,7745.76,16844,0.2118,0,0.0873,1640.21,0
839,3697.98,1594,0.095,2,0.0239,351.2,0
552,7948.07,22414,0.5332,5,0.0874,4237.56,0
425,2671.03,31690,0.58,1,0.0434,1549.3,1
476,3696.04,17524,0.2534,8,0.0074,936.57,0
336,7677.39,28469,0.1324,0,0.0419,1016.42,1
709,16079.87,20439,0.4117,4,0.0001,6620.85,0
426,1745.91,27206,0.3389,6,0.0963,591.71,1
782,8194.97,47785,0.1007,9,0.1581,825.48,0
467,2930.64,37973,0.3802,2,0.2323,1114.19,0
593,4700.64,22555,0.635,1,0.123,2984.77,1
642,2870.48,8782,0.1976,2,0.061,567.17,0
609,5301.93,3660,0.2823,6,0.1562,1496.89,0
827,3246.6,49781,0.5974,0,0.266,1939.59,0
839,3123.55,40624,0.2957,7,0.0511,923.58,0
718,1654.71,7089,0.2139,2,0.0647,353.91,0
743,2135.8,6318,0.3251,4,0.179,694.4,0
535,11459.43,27605,0.4733,9,0.0473,5423.4,0
738,26955.75,30400,0.2757,4,0.0542,7430.85,0
513,7565.99,16405,0.7537,5,0.0764,5702.24,0
384,2852.04,31209,0.2337,6,0.1287,666.52,0
384,3559.64,9062,0.1809,0,0.0172,643.8,0
788,6880.66,18424,0.4817,5,0.1821,3314.37,0
364,15332.79,42274,0.1881,1,0.1735,2884.04,1
363,3931.34,24987,0.2237,9,0.1701,879.4,0
642,8576.61,45419,0.3029,2,0.0501,2597.89,0
651,16266.56,21556,0.5357,4,0.2476,8714.53,0
457,9769.2,28601,0.3863,0,0.1473,3773.83,1
790,2530.68,20330,0.329,6,0.1461,832.65,0
762,1532.26,16730,0.2912,0,0.0539,446.26,0
524,4209.74,4236,0.515,7,0.0441,2168.11,0
612,4531.69,4680,0.6418,5,0.1247,2908.62,0
765,2398.83,31312,0.5893,0,0.1505,1413.68,0
387,2840.07,49151,0.2532,6,0.2095,719.02,1
602,7295.29,22191,0.6731,9,0.0368,4910.19,0
734,4042.13,45066,0.2048,2,0.2549,827.83,0
434,3027.12,18921,0.2314,6,0.0924,700.36,0
349,5398.07,37640,0.4202,7,0.0776,2268.42,1
731,5730.95,35635,0.1897,9,0.1564,1087.22,0
639,7368.21,49588,0.2657,2,0.0217,1957.41,0
646,2181.77,37688,0.6412,4,0.0028,1398.88,0
646,6911.71,6693,0.534,9,0.1745,3690.51,0
544,5159.45,21266,0.2424,1,0.0575,1250.75,0
408,1737.18,44716,0.5358,1,0.0022,930.71,1
832,7510.34,27488,0.3981,0,0.0054,2989.65,0
389,3432.07,25122,0.071,2,0.193,243.8,1
595,3104.19,42224,0.2023,3,0.402,628.13,1
411,3877.37,30004,0.2492,2,0.0717,966.16,1
476,3199.66,7331,0.3912,7,0.1291,1251.63,1
642,3151.68,22566,0.6683,0,0.022,2106.24,0
400,8102.66,46875,0.3665,4,0.1108,2969.48,0
700,2031.86,43262,0.5157,6,0.2918,1047.89,1
327,15607.05,47621,0.4154,8,0.1099,6482.6,0
836,4738.11,43154,0.3793,0,0.1236,1797.07,0
357,2308.09,41899,0.3924,8,0.2813,905.68,1
797,2062.64,45564,0.4647,8,0.0576,958.47,0
596,5081.15,21778,0.0925,3,0.0367,470.19,0
433,5509.57,34926,0.3096,9,0.1616,1705.51,0
630,1717.93,21751,0.4914,4,0.205,844.16,1
548,2613.58,18528,0.2287,5,0.0277,597.78,0
849,7848.0,1068,0.4642,3,0.1578,3643.0,0
374,1703.59,4717,0.8047,5,0.0951,1370.87,0
467,9226.53,16218,0.1713,4,0.0498,1580.94,1
802,5793.68,44968,0.118,2,0.0855,683.83,0
654,3779.64,26402,0.0613,2,0.1225,231.85,1
524,3201.24,49623,0.5938,8,0.0491,1900.85,0
830,1577.75,32643,0.295,4,0.0958,465.4,0
445,8476.79,43129,0.3763,2,0.0914,3189.71,0
540,2115.97,49460,0.5524,7,0.0709,1168.85,0
643,2981.6,30152,0.5195,7,0.0603,1548.86,0
334,4867.58,12526,0.2065,2,0.1415,1005.02,1
300,2629.41,27916,0.7123,6,0.078,1873.0,1
452,4249.78,43975,0.4071,8,0.1439,1730.23,0
728,8129.11,27028,0.6141,2,0.03,4992.22,0
807,4043.58,27709,0.3795,7,0.0467,1534.66,0
425,13401.94,42999,0.2815,0,0.0229,3772.94,0
790,9022.38,16063,0.2213,2,0.0658,1997.06,0
781,3120.1,5723,0.3366,3,0.0132,1050.22,0
644,3543.05,5213,0.0986,2,0.0231,349.31,0
520,3701.92,23797,0.4308,8,0.1003,1594.85,0
324,5435.92,37234,0.4037,9,0.4797,2194.69,1
827,2851.95,20410,0.3549,4,0.2362,1012.17,0
481,15427.35,24382,0.514,2,0.0551,7929.47,0
798,5252.96,46217,0.5707,2,0.1732,2997.67,0
341,3539.32,3747,0.5007,1,0.067,1772.24,1
780,5642.66,24655,0.1112,9,0.1934,627.4,0
738,3512.79,31348,0.3346,5,0.3039,1175.43,0
701,8310.51,13454,0.774,8,0.0401,6432.19,0
845,4855.85,13587,0.1617,6,0.1743,785.08,0
644,1671.51,23555,0.3686,1,0.0113,616.15,1
344,2278.01,29071,0.4393,8,0.184,1000.63,1
320,9509.74,21239,0.3465,2,0.0162,3295.4,1
369,4810.37,32602,0.2853,6,0.216,1372.52,1
347,13510.5,3203,0.2491,9,0.0319,3366.05,1
790,1800.71,14635,0.6058,6,0.3358,1090.83,1
586,2899.71,2144,0.551,3,0.0435,1597.68,0
309,2360.42,33699,0.4665,3,0.1091,1101.11,1
841,4728.31,20083,0.1716,1,0.0446,811.15,0
573,3430.2,27127,0.1923,1,0.0696,659.48,0
680,2184.45,13213,0.2344,1,0.0822,512.0,0
628,5617.3,17944,0.6268,4,0.0164,3520.77,0
778,4574.06,2187,0.1639,2,0.1799,749.7,0
314,2784.88,4133,0.3357,9,0.1048,934.84,1
815,4113.95,4411,0.1153,6,0.0048,474.48,0
490,6977.57,35457,0.1297,6,0.1553,904.98,0
467,2419.02,38175,0.413,5,0.0074,999.06,0
820,2886.37,36191,0.3502,7,0.1746,1010.87,0
436,3199.27,7728,0.1647,3,0.4489,526.8,1
453,6993.14,34744,0.2574,8,0.2872,1800.04,1
687,9007.25,23881,0.3109,9,0.1563,2800.45,0
508,3388.91,13801,0.0631,9,0.0125,213.75,0
571,2907.44,11548,0.5036,4,0.1228,1464.16,1
442,10309.03,33886,0.1862,3,0.0247,1919.8,1
368,30947.12,35310,0.3095,2,0.1146,9576.62,0
546,5938.94,20427,0.1605,8,0.3712,953.48,0
560,19912.93,1972,0.4623,3,0.0764,9205.3,0
378,5814.84,34683,0.0596,8,0.0302,346.43,0
824,6788.93,7621,0.1809,0,0.2747,1227.8,0
629,3468.38,27013,0.2271,4,0.0077,787.64,0
488,3769.35,15530,0.4134,0,0.2062,1558.44,0
394,2122.57,8354,0.3937,8,0.0592,835.56,0
307,8420.78,47529,0.2672,6,0.0135,2250.27,1
366,12198.02,38359,0.4399,9,0.0119,5365.53,0
795,5406.69,24223,0.3272,8,0.1086,1769.26,0
490,3184.23,42232,0.1676,4,0.1358,533.71,0
665,2169.02,13550,0.7865,9,0.0041,1705.89,0
820,2732.39,23660,0.4497,8,0.01,1228.66,0
416,2679.69,32029,0.3018,3,0.0873,808.66,0
566,5302.78,31268,0.0573,2,0.0484,303.65,0
784,13104.41,48119,0.3452,1,0.2438,4523.05,0
808,1697.9,27340,0.6648,3,0.0559,1128.75,0
597,1504.09,5290,0.4163,2,0.1437,626.08,0
463,5166.98,31138,0.4707,8,0.1532,2432.01,0
675,2836.64,7446,0.5193,7,0.0505,1473.09,0
567,9999.37,14432,0.3296,0,0.0335,3295.44,0
848,3085.53,2522,0.4549,1,0.1247,1403.59,0
373,2868.48,34329,0.249,2,0.2648,714.36,1
807,2756.16,4540,0.2113,5,0.0129,582.32,0
372,2125.93,13328,0.1253,4,0.0598,266.33,0
607,4984.6,35247,0.668,4,0.0001,3329.88,0
498,2236.72,7677,0.2625,5,0.0292,587.13,0
429,3710.98,42616,0.577,7,0.1156,2141.12,1
786,3971.95,26947,0.1891,0,0.0289,751.11,0
450,1582.82,46534,0.4054,4,0.1735,641.73,1
505,1567.8,14520,0.2456,5,0.1276,385.01,0
478,4437.65,45711,0.333,9,0.114,1477.86,0
496,6263.37,23805,0.2933,5,0.0354,1837.21,1
388,12899.09,31444,0.258,8,0.0484,3328.27,1
733,2289.51,21143,0.4278,9,0.0381,979.37,0
482,1935.95,11292,0.0813,6,0.0255,157.36,0
508,1713.97,43844,0.338,3,0.0414,579.35,1
792,3791.1,17017,0.3252,6,0.0532,1232.88,0
429,5403.6,26323,0.2387,6,0.0248,1289.59,0
312,8844.18,42423,0.2936,5,0.2537,2596.95,1
405,6090.94,42713,0.2408,7,0.1198,1466.61,1
674,2434.6,23320,0.3422,7,0.1322,833.22,0
398,3977.88,9774,0.4539,9,0.014,1805.36,0
491,11147.21,3205,0.2219,5,0.0296,2473.2,0
624,3082.5,13342,0.2194,1,0.2372,676.19,0
766,4262.44,5027,0.4347,4,0.1471,1852.98,0
666,14234.55,17327,0.8403,0,0.0784,11961.14,0
617,6807.7,22200,0.2916,9,0.0171,1985.28,0
443,7009.19,8188,0.423,9,0.1509,2964.63,0
683,2663.2,3808,0.2887,9,0.186,768.8,0
515,3642.51,14851,0.1525,8,0.068,555.51,0
660,1843.72,16354,0.0867,3,0.0545,159.84,0
623,5230.96,16058,0.2879,0,0.1233,1506.1,1
314,1938.06,15620,0.3057,2,0.142,592.52,1
516,8729.35,32230,0.6643,9,0.0191,5798.86,0
791,8239.96,37681,0.494,1,0.0942,4070.3,0
846,4550.89,18803,0.6703,8,0.0601,3050.38,0
482,2108.72,3167,0.1395,6,0.1653,294.17,1
569,1603.65,3144,0.4598,9,0.0683,737.39,0
766,7872.46,3167,0.2367,9,0.0288,1863.37,0
818,5166.57,43520,0.4276,5,0.4792,2209.18,1
841,6464.34,43136,0.4136,3,0.0593,2673.65,0
766,2948.51,26844,0.3079,3,0.1283,907.82,0
604,4349.18,29163,0.6124,6,0.0616,2663.35,0
443,7000.22,23920,0.4709,7,0.1738,3296.17,0
410,3983.78,18550,0.3674,3,0.0552,1463.8,0
531,5179.03,37343,0.3458,6,0.0771,1791.01,0
799,7737.42,19254,0.3733,2,0.1839,2888.08,0
572,2469.41,41011,0.5722,8,0.1617,1412.99,0
472,1772.81,21147,0.6774,2,0.0229,1200.9,0
306,4535.64,13926,0.7624,2,0.2025,3457.91,1
454,1756.56,34823,0.5953,9,0.1351,1045.65,1
821,7319.27,24991,0.1879,1,0.0805,1375.08,0
845,6580.61,42851,0.5825,2,0.0074,3833.24,0
847,10038.55,28563,0.5943,7,0.0555,5965.64,0
817,5581.74,31688,0.3603,1,0.4506,2010.85,1
514,1778.25,30023,0.3532,0,0.232,628.13,0
433,2667.58,35130,0.3319,4,0.1184,885.44,1
584,8099.62,1925,0.1762,7,0.0454,1427.22,0
425,2231.52,17321,0.1829,5,0.0357,408.04,1
738,6295.68,11769,0.3393,1,0.0443,2136.24,0
451,7561.23,37748,0.1836,8,0.0542,1388.41,1
630,3102.58,41028,0.5796,3,0.0708,1798.2,0
837,3056.19,17151,0.3313,2,0.0013,1012.5,0
682,4764.0,11597,0.1075,3,0.0686,512.28,0
414,9401.37,35187,0.3756,2,0.041,3531.01,1
781,2513.93,44835,0.2407,7,0.026,605.13,0
583,12838.41,1059,0.4515,0,0.0419,5797.11,0
374,5156.36,36292,0.3249,0,0.0855,1675.13,0
465,20877.0,21181,0.3607,8,0.1144,7529.43,1
488,1875.55,28235,0.1965,6,0.0204,368.47,0
377,2041.27,29672,0.191,8,0.0164,389.96,1
320,8509.58,2578,0.444,2,0.169,3778.49,1
483,9502.7,46366,0.4267,2,0.0996,4054.96,1
521,3858.46,48295,0.4109,1,0.0495,1585.45,0
627,6508.05,17047,0.1927,1,0.0779,1253.89,0
478,9586.42,33160,0.1441,8,0.0777,1381.44,0
411,1676.34,34475,0.3281,1,0.03,549.96,1
358,4912.8,25549,0.3618,3,0.2688,1777.55,1
626,9182.39,6277,0.1844,3,0.1762,1692.9,0
490,3531.02,2780,0.0827,8,0.0304,292.13,0
499,2940.34,47579,0.2914,2,0.1289,856.81,0
611,7852.79,46913,0.6443,9,0.1613,5059.47,0
334,3136.61,15662,0.211,1,0.216,661.71,1
678,1512.72,32516,0.1349,2,0.1261,204.1,0
686,14332.99,33161,0.3351,8,0.052,4802.62,0
536,5087.16,45499,0.5735,4,0.3573,2917.69,1
818,8348.5,32886,0.0497,4,0.1128,414.88,0
582,8478.78,9800,0.4865,6,0.1773,4125.08,0
300,1774.87,6439,0.3929,0,0.2818,697.38,1
763,2249.47,5307,0.1545,9,0.3869,347.64,0
529,2990.76,3364,0.1029,4,0.0,307.64,0
471,3046.77,17568,0.298,8,0.0811,907.88,1
386,5800.98,39092,0.1057,5,0.107,613.25,0
422,5403.45,6483,0.0952,7,0.3122,514.45,0
597,4229.54,1245,0.208,9,0.3701,879.69,0
783,2449.29,9430,0.0975,7,0.0982,238.9,0
464,3424.96,9183,0.1985,0,0.0826,680.03,0
682,4637.49,39692,0.3769,7,0.002,1747.88,0
508,4024.34,31086,0.2228,5,0.5224,896.7,1
731,2044.62,33726,0.4878,3,0.1175,997.4,0
688,5693.7,14901,0.134,2,0.204,762.68,0
523,1803.43,4907,0.374,4,0.1258,674.47,0
302,3400.51,34044,0.2465,4,0.2491,838.25,1
671,6451.9,29604,0.0881,6,0.3328,568.59,0
745,1580.91,38869,0.182,8,0.0569,287.66,0
415,4875.72,15537,0.2068,0,0.0533,1008.54,1
569,3128.99,13501,0.3197,8,0.0477,1000.2,0
746,1535.48,38371,0.3981,2,0.0275,611.21,0
667,2344.78,47154,0.2877,5,0.1314,674.51,0
552,12817.23,37821,0.4879,5,0.101,6253.41,1
616,4445.46,24196,0.4598,3,0.0255,2043.81,0
714,25051.6,7073,0.5875,1,0.0607,14717.81,0
394,4476.22,11561,0.1108,4,0.0032,495.96,0
323,4640.49,19101,0.1382,2,0.0034,641.21,1
349,3489.29,46516,0.7518,3,0.1286,2623.1,1
801,2984.49,32426,0.5658,5,0.0124,1688.7,0
797,2658.98,30341,0.3403,6,0.0662,904.74,0
634,3182.85,8313,0.1826,1,0.0152,581.12,0
378,3963.64,31773,0.2213,2,0.1695,877.34,1
326,2352.73,29003,0.3779,6,0.0216,888.99,1
570,2518.92,27420,0.1656,4,0.1667,417.08,0
546,2767.32,6714,0.4216,3,0.0121,1166.77,0
686,3885.97,28139,0.153,3,0.1232,594.73,0
660,5731.57,27098,0.1695,8,0.1776,971.69,0
787,9255.83,43294,0.2325,8,0.1145,2152.4,0
651,2853.84,14582,0.1023,9,0.016,291.92,0
555,2312.03,44583,0.3641,6,0.0737,841.85,1
521,3404.71,14760,0.509,0,0.3818,1732.88,1
300,10491.75,7255,0.6547,0,0.022,6868.63,1
845,1539.64,17622,0.3737,2,0.0321,575.35,0
745,6031.18,36983,0.2808,2,0.0519,1693.48,0
378,4093.92,41309,0.7216,6,0.1653,2954.02,1
535,2202.4,30715,0.5408,1,0.0365,1190.99,1
633,3048.66,37415,0.3664,7,0.2076,1117.1,0
648,2519.31,22792,0.31,0,0.0942,780.92,0
397,9909.44,43576,0.3488,7,0.0684,3456.23,0
381,4130.14,23724,0.3342,8,0.2923,1380.34,1
801,4812.15,4652,0.3637,4,0.366,1750.11,0
776,5102.53,27297,0.3293,3,0.1767,1680.44,0
849,5582.35,33422,0.4292,5,0.0115,2396.08,0
313,4237.19,15028,0.1846,5,0.117,782.23,1
691,1572.14,14803,0.2952,7,0.1354,464.09,0
646,3130.21,7307,0.0476,7,0.0519,148.98,0
609,2312.74,32325,0.4954,0,0.1082,1145.73,1
685,6059.52,32574,0.3069,8,0.3484,1859.45,0
508,1733.5,20262,0.4904,9,0.1078,850.13,0
656,4818.65,2535,0.1452,0,0.035,699.6,0
393,2446.09,15932,0.2654,2,0.5222,649.22,1
392,13391.65,16749,0.3176,6,0.1289,4253.35,0
639,3135.13,9727,0.2825,4,0.1386,885.76,0
744,3073.48,18332,0.3489,5,0.0545,1072.23,0
321,11775.83,30534,0.6857,7,0.0241,8074.68,1
590,3660.66,11834,0.2714,3,0.0041,993.47,0
784,14672.49,21325,0.3066,3,0.0391,4498.59,0
605,1597.87,10213,0.1608,7,0.1553,256.91,0
427,2963.12,49205,0.2936,2,0.1305,869.87,1
572,5888.77,2403,0.3994,5,0.2011,2352.0,0
741,10360.38,8506,0.2734,3,0.087,2832.54,0
802,2685.04,30659,0.6316,5,0.0607,1695.91,0
429,12164.42,8591,0.4931,3,0.0189,5998.43,0
431,5106.81,13996,0.1247,1,0.2017,636.81,1
781,7957.97,38828,0.3695,9,0.1462,2940.58,0
689,3524.73,48830,0.4468,2,0.0943,1574.77,0
624,2453.94,35370,0.1411,7,0.1247,346.26,0
368,11187.07,14472,0.3032,0,0.2451,3391.38,1
747,12320.37,30098,0.2501,9,0.1003,3081.75,0
827,4253.24,3196,0.3294,5,0.1003,1401.01,0
464,1526.06,12091,0.1427,8,0.0557,217.75,0
787,1965.16,16040,0.2511,0,0.0426,493.45,0
725,4904.15,49784,0.4612,3,0.0294,2261.76,0
564,1596.26,7023,0.3683,6,0.056,587.94,0
641,3522.77,21543,0.4922,5,0.1607,1734.0,0
577,2946.0,29377,0.5946,5,0.0449,1751.77,0
738,6511.93,37635,0.3822,8,0.0922,2488.75,0
456,1728.73,43337,0.3422,7,0.0643,591.5,0
721,4183.44,41409,0.4245,4,0.1395,1775.8,0
550,4961.58,6004,0.0796,1,0.0141,394.94,0
829,5341.92,10963,0.1274,2,0.1742,680.3,0
626,3577.84,14796,0.2655,9,0.059,949.93,0
396,2951.74,41972,0.4423,2,0.1137,1305.53,0
812,6089.02,8077,0.3261,3,0.0151,1985.92,0
515,9024.17,30848,0.2766,1,0.3057,2495.76,0
431,6231.69,13526,0.7304,7,0.0098,4551.92,0
559,12259.02,4261,0.4983,7,0.0573,6109.2,0
424,6552.96,18046,0.1717,7,0.1055,1125.44,1
381,7286.19,14397,0.443,9,0.2513,3227.82,1
582,2235.23,26269,0.4314,4,0.007,964.33,0
358,3675.74,37158,0.6051,9,0.1788,2224.15,1
843,4154.78,26757,0.2537,5,0.1656,1053.89,0
460,2684.43,16299,0.6125,5,0.2555,1644.23,1
583,4507.68,2902,0.1376,6,0.1381,620.39,0
405,2874.43,43399,0.0962,0,0.0043,276.52,0
404,6152.63,49330,0.3277,9,0.0453,2016.49,1
738,4041.69,47308,0.4091,2,0.0411,1653.59,0
527,3955.92,4846,0.0734,2,0.0252,290.25,0
617,17952.28,13359,0.1169,6,0.0452,2098.32,0
763,3493.25,3520,0.2913,5,0.276,1017.75,0
771,3299.52,41832,0.118,8,0.0883,389.47,0
355,3034.45,21098,0.5868,8,0.183,1780.47,1
312,10505.64,40451,0.3995,8,0.1738,4197.53,1
739,4246.46,24136,0.5424,3,0.0709,2303.47,0
317,5165.31,36885,0.0607,2,0.053,313.39,1
412,2297.8,31720,0.6453,3,0.2018,1482.79,1
528,4614.32,22157,0.3043,2,0.3548,1404.09,1
470,2784.39,49372,0.3903,6,0.2023,1086.83,1
594,6746.78,20674,0.0815,2,0.2028,549.98,0
488,8647.76,33357,0.4328,0,0.1413,3742.89,0
725,6518.41,13578,0.2387,7,0.001,1555.71,0
378,6740.95,3251,0.2538,5,0.1654,1710.67,0
481,4373.65,14513,0.7917,4,0.0557,3462.52,0
798,6480.82,38429,0.1623,7,0.1886,1051.73,0
370,3697.48,28105,0.2852,7,0.4573,1054.48,1
547,5716.34,47871,0.1772,2,0.0084,1013.04,0
445,2699.23,21990,0.4267,2,0.0612,1151.84,1
595,1789.24,26499,0.194,9,0.2974,347.13,0
769,3634.15,7421,0.4801,6,0.0161,1744.74,0
805,3977.94,25591,0.1531,2,0.1248,609.16,0
492,2685.05,27979,0.1532,8,0.0285,411.32,0
367,6703.54,21835,0.1329,7,0.251,890.69,1
793,1805.58,38693,0.0204,7,0.3591,36.8,0
351,2507.96,13202,0.3213,8,0.1117,805.72,0
662,7022.28,36414,0.4094,7,0.0348,2874.65,0
773,3798.79,26666,0.197,3,0.0064,748.33,0
820,6386.97,20290,0.3336,6,0.0161,2130.64,0
730,4852.56,19130,0.3809,5,0.1678,1848.46,0
597,13540.36,38077,0.1803,0,0.0086,2441.66,0
734,5143.18,20396,0.282,4,0.0099,1450.32,0
497,1559.92,18952,0.2164,1,0.3376,337.57,1
427,3240.88,28122,0.2669,8,0.0006,865.04,1
831,2117.55,30381,0.3408,2,0.2105,721.69,0
710,11841.58,46435,0.45,6,0.377,5329.07,0
364,1939.32,41078,0.0721,1,0.0057,139.73,1
540,3462.18,24267,0.2757,6,0.0139,954.44,0
668,2525.25,48735,0.3629,3,0.0469,916.3,0
835,9002.01,43007,0.1617,5,0.0303,1455.91,0
683,2975.95,8088,0.1708,8,0.0127,508.23,0
730,20760.35,32818,0.1218,7,0.1681,2527.81,0
382,1657.53,13822,0.5795,8,0.0784,960.57,0
585,2049.13,37589,0.4793,4,0.007,982.11,0
833,2517.71,2436,0.452,4,0.2749,1138.09,0
758,8166.28,46665,0.1063,3,0.0372,868.14,0
511,9931.93,28281,0.2327,8,0.0986,2311.17,0
425,1796.53,23481,0.0886,9,0.0719,159.25,0
712,1631.99,31469,0.3338,7,0.1162,544.76,0
798,6959.02,19867,0.2922,5,0.0217,2033.42,0
724,2072.49,41487,0.205,9,0.0041,424.86,0
842,2070.86,23766,0.3876,5,0.0817,802.76,1
457,1590.48,30737,0.4746,5,0.0927,754.82,1
411,1704.36,22213,0.4792,5,0.0568,816.76,1
701,2724.34,29355,0.1581,6,0.1136,430.61,0
421,1768.86,23537,0.3771,5,0.0442,667.02,0
572,3341.03,3794,0.1779,7,0.0049,594.34,0
593,8653.66,45296,0.4754,6,0.0392,4113.73,0
697,3080.0,33324,0.5157,1,0.1347,1588.3,1
770,6705.37,31858,0.5303,9,0.0348,3556.0,0
506,1894.47,43850,0.2236,3,0.3505,423.52,1
409,5807.89,14018,0.1477,6,0.1482,858.08,0
739,3023.56,18481,0.4113,1,0.0571,1243.72,0
577,7041.23,16584,0.2149,3,0.011,1513.33,0
781,2085.9,10850,0.3969,1,0.4175,827.91,0
413,10626.56,26701,0.4311,1,0.2073,4580.86,1
776,2611.33,42223,0.2909,6,0.1708,759.66,0
620,3242.49,44952,0.1437,1,0.3018,465.82,1
478,13497.41,46975,0.4261,3,0.0533,5751.28,0
518,4955.57,1160,0.5394,6,0.0308,2673.13,0
827,3321.38,26832,0.3223,5,0.2913,1070.38,0
791,13451.23,32210,0.3359,3,0.035,4518.0,0
360,3096.41,23290,0.4308,8,0.4133,1334.07,1
353,1898.71,30441,0.4354,4,0.1239,826.75,1
837,24540.0,25886,0.4601,1,0.051,11290.51,0
364,2747.05,33394,0.2183,6,0.145,599.7,0
470,9122.16,9418,0.3995,9,0.0859,3644.66,0
572,2223.89,8081,0.1977,1,0.0934,439.62,0
834,6757.44,38180,0.4024,7,0.058,2719.25,0
690,4473.13,11114,0.1316,6,0.0775,588.67,0
626,17333.64,19722,0.5609,8,0.4023,9722.36,0
407,4719.27,22972,0.2706,5,0.0037,1276.85,0
461,1601.33,18985,0.394,6,0.1008,630.87,0
751,5204.13,6888,0.5139,9,0.3148,2674.29,0
505,2128.1,4718,0.3091,8,0.0332,657.82,0
315,7908.68,33147,0.4817,6,0.1847,3809.47,1
626,9267.58,44382,0.2208,8,0.0321,2046.11,0
301,4131.84,19309,0.5812,7,0.0481,2401.23,1
309,7615.52,20299,0.7359,4,0.0906,5604.52,1
733,2127.13,42211,0.1792,6,0.2588,381.12,0
424,4209.71,23036,0.4866,6,0.1801,2048.4,1
380,3503.13,20885,0.3546,0,0.0081,1242.38,1
784,5279.97,30346,0.2292,3,0.2464,1210.1,0
449,1681.99,48971,0.3464,4,0.138,582.61,1
639,7079.29,27691,0.4309,5,0.3281,3050.59,0
428,1829.74,41042,0.1541,6,0.0068,282.0,0
737,5773.94,49527,0.3268,4,0.0118,1886.75,0
800,1574.52,18986,0.1241,1,0.1518,195.34,0
357,8632.5,28846,0.2188,4,0.0516,1888.57,1
497,2268.03,48872,0.3668,4,0.0795,832.0,0
510,4398.53,42401,0.6114,6,0.176,2689.21,0
344,2712.5,9192,0.493,2,0.0076,1337.21,0
396,6629.86,40269,0.2982,0,0.0021,1976.83,1
578,3050.61,39487,0.1341,5,0.1895,409.01,0
834,6658.26,10412,0.2221,6,0.0589,1479.06,0
709,2841.17,16963,0.1434,9,0.05,407.38,0
760,7084.94,34623,0.3535,7,0.111,2504.21,0
690,1624.33,2017,0.7825,6,0.3911,1270.98,0
343,2832.46,6279,0.2061,6,0.0913,583.9,1
326,4261.67,11412,0.1147,6,0.323,488.95,1
396,1684.43,8712,0.417,0,0.0197,702.33,1
847,2323.35,16817,0.2687,8,0.0291,624.37,0
