age,income,credit_score,loan_amount,debt_to_income,employment_years,num_accounts,late_payments,savings,education_level,default
45,51608.82,386,58751,0.112,29,12,2,3168.66,0,0
22,75324.27,482,53492,0.2643,18,6,2,16170.96,3,0
34,33399.82,464,31364,0.3927,21,5,0,10382.73,2,0
54,80188.06,389,19361,0.2931,3,11,1,12764.17,1,1
53,40514.34,754,68949,0.5541,1,5,1,5006.54,2,0
36,44790.28,537,32070,0.3261,2,2,2,18292.93,1,0
44,61998.64,833,23409,0.5942,13,11,2,5384.96,3,0
51,15833.8,357,30854,0.0651,29,7,2,1941.88,0,0
28,62758.49,841,30655,0.3158,3,7,0,7147.03,1,0
62,58374.04,701,10952,0.1398,15,8,1,5886.24,1,0
64,31687.9,818,37365,0.453,10,4,2,962.24,3,0
29,19036.48,496,67156,0.2677,28,11,3,10867.03,3,0
38,19290.26,345,57724,0.4163,12,11,1,16712.91,0,1
28,130508.7,829,16455,0.0906,0,11,3,4403.03,3,0
56,67598.74,696,48673,0.3021,12,13,1,14238.44,2,0
45,21117.18,373,1974,0.3225,14,9,1,8815.33,2,0
22,34853.11,715,13679,0.2176,6,10,1,3188.27,0,0
34,55395.27,634,62791,0.2448,27,3,0,4215.59,0,0
37,96237.63,595,28429,0.4114,4,3,0,29210.96,3,0
58,17008.92,383,19073,0.5991,27,13,0,2430.78,2,0
63,27150.74,314,71207,0.5821,26,2,0,1647.79,3,1
29,114224.8,433,31365,0.5606,24,10,1,786.88,0,0
23,15414.35,777,56928,0.1011,29,7,1,20841.39,2,0
34,25120.23,618,75453,0.4436,5,12,2,11151.1,0,1
68,158764.79,691,8784,0.4659,29,10,1,1240.51,0,0
36,57766.63,778,13291,0.1561,23,2,3,14509.69,3,0
43,28651.48,667,27154,0.3443,8,7,1,9926.67,0,1
65,18120.32,666,26650,0.0542,5,3,2,42841.3,3,0
61,16286.84,587,69741,0.7275,28,1,3,7162.46,0,1
61,27631.5,677,37201,0.2821,22,11,0,7265.37,0,0
69,110972.52,762,40479,0.4104,5,8,0,2867.06,0,0
49,39196.79,312,73920,0.3592,21,8,0,2118.62,2,1
23,72337.06,835,51243,0.3111,1,14,0,13225.05,0,0
53,127703.32,467,69595,0.2115,20,13,2,4662.69,1,0
55,38594.26,569,32734,0.3455,5,10,2,12887.21,2,0
28,24553.47,369,43568,0.0871,9,1,0,14891.75,1,1
50,47759.23,617,26793,0.3094,4,11,0,23360.45,0,1
41,122409.45,675,53204,0.4159,19,6,0,5576.35,2,0
40,88419.87,388,47746,0.8856,11,4,3,1007.5,1,1
32,18064.35,556,32989,0.1733,5,5,2,219.61,0,0
44,68078.26,516,50465,0.2883,5,14,1,3451.43,2,0
28,53177.67,749,62383,0.5921,7,8,3,26952.87,0,0
68,122106.69,843,17767,0.2805,23,8,3,13775.31,3,0
67,20879.57,440,39652,0.237,25,7,1,8190.48,3,0
34,49364.12,460,14383,0.3796,16,5,3,2739.32,1,0
68,110210.82,331,71784,0.151,17,6,0,12476.95,2,0
31,38745.29,451,61089,0.6161,10,8,1,13503.39,2,0
44,44599.66,559,27440,0.6951,0,5,0,2619.44,2,0
35,18287.98,578,53443,0.5716,25,3,1,12314.31,2,0
45,29666.81,584,57325,0.2367,6,9,2,1280.98,2,0
68,32654.04,841,56919,0.4403,7,9,1,1072.31,1,0
64,145619.29,447,17611,0.2411,2,10,1,568.17,2,0
64,29949.7,366,64483,0.3462,18,1,2,16617.77,3,1
21,42800.83,578,23457,0.2911,15,7,2,3155.49,3,0
24,65068.05,742,11256,0.15,22,4,0,9267.86,2,0
62,22963.02,698,55856,0.176,7,6,1,1560.49,0,0
52,44987.69,427,41533,0.1555,29,13,0,5841.59,2,0
65,75366.16,636,29281,0.1976,28,7,3,280.92,1,0
26,105734.32,781,68275,0.1741,5,8,1,19657.68,3,0
25,59288.68,485,2525,0.6605,23,11,0,7759.82,3,0
69,64760.94,468,17453,0.327,1,5,1,22119.25,1,0
62,21074.97,559,7251,0.1734,22,5,2,6307.05,1,0
34,146158.84,806,20507,0.4321,11,12,1,3802.76,0,0
34,21400.13,820,28906,0.0903,29,6,1,5121.64,3,0
66,82059.1,770,74185,0.2001,20,7,2,2795.15,2,0
50,28843.57,460,14193,0.5735,5,5,2,21677.24,1,1
49,137037.97,588,65042,0.2641,13,5,1,3504.32,2,0
25,72276.95,639,60516,0.2815,6,12,0,3456.04,1,0
36,78075.0,801,31692,0.1933,8,4,2,9986.37,1,0
55,26126.52,405,71490,0.4929,6,1,1,1309.39,3,1
20,41336.78,774,34512,0.3443,14,14,2,2474.1,1,0
22,58283.06,762,11719,0.5261,11,7,0,5619.46,3,0
30,81130.26,782,56427,0.6311,26,7,2,2016.38,0,0
64,19939.63,452,28649,0.0819,16,13,3,2974.97,3,1
63,162592.31,448,13402,0.1453,14,6,2,12037.33,2,0
48,114417.74,487,10216,0.3821,14,10,0,3282.83,2,0
33,29183.48,430,32050,0.0983,20,2,1,10138.93,2,0
67,92861.34,751,51093,0.3769,29,2,0,6820.24,2,0
49,47871.75,815,6050,0.3936,26,6,4,14594.01,3,0
39,42879.17,790,47716,0.1341,13,12,2,13891.89,3,0
46,31987.98,775,3438,0.3548,10,13,1,2200.82,1,0
39,54141.42,562,48431,0.4923,10,9,2,28689.24,3,1
60,73901.52,837,17760,0.2245,19,5,1,16205.34,2,0
20,38814.68,758,78614,0.2207,12,7,2,7606.03,3,0
27,59646.49,835,17473,0.0242,12,2,0,8204.31,0,0
59,69075.83,594,44815,0.4057,29,6,0,17651.37,0,0
38,70878.76,734,63460,0.0647,7,11,0,6619.44,0,0
33,17401.43,574,10257,0.4918,6,6,0,6510.21,2,0
29,103394.09,607,26634,0.1834,19,10,1,9947.51,0,0
19,42583.05,675,61403,0.4315,12,6,0,924.53,1,1
58,28696.89,457,47573,0.3087,10,6,0,8726.09,0,1
41,27454.26,503,29648,0.3593,18,14,1,2534.84,2,0
52,44688.29,374,49980,0.1759,5,4,1,1240.95,1,1
47,113049.5,679,11296,0.2283,7,5,3,16896.41,0,0
47,36391.84,603,61197,0.1133,18,4,0,4809.7,3,1
64,77333.91,361,22959,0.0443,4,6,0,6987.92,3,0
52,19582.44,407,15570,0.3024,9,9,1,3473.71,2,1
36,44086.73,486,36423,0.445,0,13,1,313.94,2,0
67,230542.41,528,18899,0.2997,25,5,2,5840.99,2,0
25,81221.16,347,36785,0.3489,11,5,0,13873.38,1,0
43,25637.62,567,63806,0.3304,25,3,0,14201.86,2,0
66,46321.54,553,57963,0.1217,23,13,0,25516.33,0,0
57,26973.75,386,78875,0.4202,6,11,0,18351.06,0,1
24,38710.0,480,35341,0.628,7,7,0,40360.77,3,1
47,83152.94,324,6597,0.173,29,5,5,8477.65,3,0
24,81375.7,687,11244,0.1519,17,14,0,522.79,0,0
20,26650.53,521,4796,0.5018,6,2,0,19906.67,3,0
18,129926.11,696,76589,0.081,13,9,2,30372.78,2,0
53,55404.68,810,29528,0.5277,19,5,1,6239.44,2,0
42,36506.12,739,19648,0.1748,17,7,2,1209.67,0,0
54,46366.16,474,1535,0.3117,24,12,2,249.32,1,0
18,56807.25,610,49469,0.2046,20,7,1,9506.5,1,0
32,51932.93,573,65912,0.5395,22,10,1,11014.87,1,0
54,44984.41,334,45493,0.3074,3,12,2,163.48,3,1
30,46637.78,516,73417,0.3032,9,8,1,29810.59,1,1
57,23733.81,707,46785,0.7036,10,4,1,7814.04,2,0
25,90384.87,818,67561,0.4191,10,7,1,9474.56,1,0
22,50116.33,568,31869,0.2355,19,3,2,8304.59,0,0
26,21322.68,774,66094,0.2723,18,9,1,3811.66,3,0
18,80389.76,624,31192,0.4537,0,8,1,23084.19,2,0
53,136265.91,655,70157,0.1636,1,12,0,38.17,2,0
52,147447.18,389,58544,0.1858,8,10,2,13751.31,0,0
19,35721.49,341,5403,0.1942,16,9,1,4475.86,3,1
57,21553.06,664,37091,0.3072,4,2,1,2109.97,0,0
40,47878.83,501,53510,0.215,1,4,1,5728.89,1,0
26,20376.14,665,6017,0.1201,3,1,2,2206.9,3,0
51,137305.95,587,40203,0.0893,26,8,4,20312.67,3,0
63,24127.17,780,57473,0.6438,6,13,1,15877.06,2,0
31,28111.95,800,53123,0.3545,20,4,2,19448.88,1,0
21,38487.67,351,49260,0.6432,16,4,2,18071.02,1,1
47,36741.88,402,46938,0.4397,2,7,1,17419.05,2,1
48,86239.6,660,58929,0.1013,25,14,2,8708.96,0,0
55,42422.49,723,38372,0.2567,8,6,1,23224.45,2,0
28,23426.5,504,54252,0.4279,0,3,1,609.71,0,1
52,28990.32,313,15628,0.3591,25,8,2,3366.97,0,1
25,47019.39,769,13501,0.34,19,2,1,2389.74,3,0
20,22178.76,765,31131,0.6297,20,13,1,1290.62,1,0
31,57563.83,603,69348,0.5908,15,1,1,63.71,1,0
30,52535.79,726,10402,0.249,25,12,0,5152.43,1,0
62,71440.0,409,56956,0.1849,2,12,1,12873.58,2,1
49,139914.06,814,52920,0.4106,18,13,1,10353.17,2,0
51,124499.19,367,27000,0.3045,15,12,0,10528.16,0,0
62,146407.76,545,68462,0.0774,0,2,0,21903.39,0,0
36,27629.74,688,67392,0.4186,21,9,3,31547.97,2,1
55,21347.83,607,6988,0.2963,28,5,2,11412.84,3,0
33,31196.97,651,75279,0.2128,11,5,0,887.48,2,0
19,116457.29,365,57999,0.8001,19,6,0,11291.85,0,0
57,175985.81,759,70674,0.6013,23,3,2,8091.75,3,0
34,103258.62,646,54426,0.5589,5,1,0,665.67,0,0
51,20244.92,624,59824,0.4153,2,13,1,2972.16,2,0
59,147550.72,332,75399,0.2291,27,8,0,2714.15,1,0
33,39774.02,367,61659,0.2335,6,7,0,14819.51,3,1
55,15420.93,486,38790,0.1821,2,12,0,4234.36,2,0
19,41284.6,491,23118,0.1272,12,14,0,6944.77,3,0
19,17122.39,512,53025,0.7393,15,8,1,15404.97,1,1
43,50324.77,727,60938,0.7319,13,9,0,27569.38,1,0
30,33599.71,650,6149,0.2987,8,2,1,7726.54,2,0
64,43862.12,407,39079,0.6274,7,5,2,8103.48,0,1
48,57739.69,539,3484,0.2276,14,2,3,1007.78,3,0
51,106396.83,515,56474,0.0666,18,13,0,6818.47,3,0
56,63798.82,476,49601,0.6345,12,8,0,11598.5,1,1
20,40616.14,629,44809,0.2943,13,4,1,2095.51,2,0
25,92023.12,749,21791,0.2857,10,11,2,1179.52,1,0
40,121201.13,746,70343,0.192,17,4,0,19902.32,1,0
31,20740.23,836,27648,0.4945,2,10,0,1220.28,0,0
44,49161.47,478,32090,0.6145,28,8,1,24427.24,1,0
46,30065.57,694,18857,0.4027,3,7,0,3197.32,2,0
56,17169.21,444,63327,0.2619,2,1,0,4004.23,1,0
56,64692.08,497,43967,0.2952,24,7,1,7456.61,2,0
18,104374.62,383,54709,0.2618,12,14,1,2083.83,1,0
34,23001.67,384,68948,0.6329,15,10,2,11665.28,0,1
58,90308.22,756,49861,0.4511,27,3,1,7421.11,0,0
47,101400.83,775,69718,0.2345,12,5,0,29208.64,1,0
30,125581.85,552,21948,0.1568,26,8,1,24215.61,0,0
38,28872.27,371,34782,0.1184,9,6,1,14684.3,3,1
36,120431.32,522,51756,0.1093,17,8,0,2043.37,3,0
36,32398.69,575,69388,0.0759,7,5,0,2405.34,1,0
42,51167.26,545,67809,0.2584,6,10,0,3126.22,1,0
39,17332.24,640,8649,0.3941,16,9,0,17966.37,0,0
48,17019.28,770,30002,0.5038,21,13,2,10439.69,0,0
34,72343.48,753,35723,0.6855,5,13,1,1930.75,1,1
40,41453.28,306,75314,0.1354,14,14,0,6129.65,2,1
49,28324.83,487,71085,0.5055,8,11,0,36849.0,2,0
27,24505.42,303,12809,0.2753,27,6,0,13177.04,3,1
27,64883.48,424,59169,0.3482,9,11,2,27224.39,0,1
53,15018.07,314,9302,0.2035,26,9,1,16546.33,0,1
25,88770.13,824,9100,0.4571,7,13,0,12912.01,3,0
69,18715.48,539,69447,0.1287,6,4,2,17714.85,2,1
37,24565.28,659,78627,0.4842,28,2,0,11795.08,2,0
49,36966.54,817,75635,0.1721,22,14,1,8378.65,3,0
67,44849.14,619,56020,0.234,4,8,1,13313.75,1,0
31,34732.38,530,6663,0.1315,17,5,1,2606.7,0,0
67,32401.96,329,45649,0.1777,15,2,2,6740.29,1,1
45,164485.77,833,48136,0.8565,14,6,0,30239.32,1,0
63,61172.2,455,37104,0.2665,9,13,1,16534.55,2,0
69,16067.03,698,40137,0.8619,28,3,1,26077.57,1,1
41,40309.24,645,3534,0.2245,27,1,1,34249.3,0,0
32,108578.0,494,68762,0.0786,20,12,1,8847.08,0,0
39,31144.08,467,53445,0.2866,0,6,3,2183.75,0,1
47,19469.86,676,10585,0.3012,26,11,2,13511.21,3,0
21,78918.4,788,77438,0.6047,25,8,3,73.58,1,0
30,56914.78,661,37392,0.6784,5,1,0,933.68,1,0
40,53011.37,781,32126,0.1761,14,3,2,3370.33,0,0
25,17477.93,543,43485,0.1588,1,6,0,153.04,3,0
35,21813.15,470,46798,0.3431,11,10,1,11499.68,3,1
29,58844.2,812,69310,0.301,0,13,3,16960.01,2,0
48,25483.72,705,10017,0.1291,14,3,1,14014.84,2,0
31,46559.43,506,26700,0.3844,12,7,2,1560.47,0,0
51,50423.9,453,37507,0.2665,0,6,1,16291.59,1,1
35,30002.42,347,48679,0.2376,0,9,0,17631.14,1,1
51,148412.46,300,38232,0.7003,3,13,1,1015.1,1,1
28,98164.59,706,25020,0.3243,27,6,0,6780.36,3,0
58,72666.54,406,58172,0.794,29,7,1,11651.53,1,0
29,18654.15,472,14746,0.3181,20,2,2,5220.3,3,0
66,20048.77,805,64537,0.2718,13,10,2,22006.25,0,0
32,45546.59,429,5094,0.1156,20,4,2,7531.98,1,0
48,22884.13,697,69466,0.1833,26,5,1,1302.45,3,0
66,187298.37,593,31755,0.236,16,2,1,7559.47,0,0
46,22766.7,746,12552,0.5922,12,11,0,8614.22,0,1
43,45077.63,315,60491,0.111,11,10,0,30711.01,3,1
35,35373.62,648,20779,0.6284,26,10,0,5481.61,3,0
49,60897.67,502,30000,0.0973,5,10,0,22352.32,1,0
39,21216.98,433,54953,0.4842,18,7,2,3856.19,2,0
55,40320.34,825,58564,0.1761,19,4,1,6020.34,1,0
34,29452.96,807,15102,0.4544,15,14,1,11247.63,2,0
40,113416.82,365,2861,0.3051,20,9,2,21672.29,3,0
41,16864.45,779,44574,0.2904,15,14,2,14877.38,2,0
67,125260.99,758,33682,0.1455,11,8,1,1689.64,3,0
25,95537.69,641,79819,0.5173,28,10,1,2152.96,0,1
58,30894.47,458,78972,0.1766,19,9,1,706.55,2,1
23,85077.4,460,66185,0.123,19,8,1,9714.83,2,0
22,16427.0,553,75426,0.6741,25,5,0,5804.12,0,1
61,168323.18,826,49120,0.6031,12,9,1,20861.54,1,0
46,48651.18,848,39297,0.5334,0,5,0,45477.18,2,0
45,31261.79,454,9299,0.0807,17,8,1,21083.14,3,0
28,35264.92,785,42348,0.2275,1,4,0,477.45,1,0
18,18092.08,731,42384,0.0746,1,13,0,28888.31,0,0
60,219396.74,326,77693,0.2929,25,5,1,1086.87,2,0
36,16803.81,311,33687,0.3884,0,11,1,5927.68,0,1
26,62877.38,366,65577,0.5333,9,4,0,3528.68,0,1
44,41312.22,841,61047,0.2696,29,2,0,1701.3,3,0
51,148842.97,395,11191,0.1632,23,4,1,1878.22,0,0
61,27706.32,514,57884,0.3265,0,11,1,4243.94,2,0
21,49176.26,493,55911,0.1585,13,5,0,257.22,0,0
53,44631.06,589,78303,0.5829,7,6,0,668.41,1,0
35,69610.81,843,44726,0.3714,0,4,1,12527.43,0,0
32,18169.5,338,35623,0.3528,13,11,3,9841.22,2,1
68,24693.45,505,51000,0.651,9,14,0,1046.47,2,1
30,25868.28,783,72494,0.3872,18,10,0,5662.4,2,0
36,75299.39,636,64027,0.1141,24,13,2,9357.52,1,0
66,24434.62,795,59995,0.179,7,12,1,1027.46,2,0
23,53345.56,548,43876,0.358,1,4,0,35754.35,1,0
65,25907.2,373,52070,0.186,3,6,0,18871.89,0,1
29,104000.44,672,67224,0.4086,23,7,0,2577.95,1,0
68,143273.17,437,26365,0.5308,11,13,0,7316.04,0,0
54,47887.55,756,30663,0.223,28,7,0,7086.35,0,0
34,34545.36,743,66436,0.1367,8,4,1,4067.82,0,0
40,26999.18,652,64211,0.0979,22,5,1,14256.0,2,0
43,17297.83,710,11909,0.4585,0,3,0,10737.81,1,0
46,29069.62,837,61883,0.2358,7,5,1,19967.0,3,0
50,62789.92,752,13713,0.4974,29,10,5,51.13,2,0
44,49323.66,718,13614,0.126,27,5,2,9263.48,2,0
42,144741.34,749,21734,0.3757,16,14,0,49277.67,1,0
27,37708.81,414,31709,0.389,15,4,0,15568.67,3,0
64,68267.57,350,23885,0.0704,14,6,2,4220.76,0,0
40,45240.79,668,72622,0.2708,8,5,0,1697.22,3,0
38,47337.96,814,79267,0.3441,7,8,0,5591.05,1,0
38,29024.99,509,14341,0.2631,19,13,0,5521.15,2,0
60,42309.56,734,40435,0.442,25,13,0,8801.36,3,0
30,43636.22,526,13976,0.5049,13,2,0,683.49,1,1
54,70186.35,567,78869,0.1696,11,6,1,4897.03,0,0
50,142086.06,415,6290,0.4682,26,2,0,19296.03,2,0
41,32975.93,659,46812,0.2026,14,12,1,10317.64,1,0
61,16940.26,628,51528,0.4374,3,6,1,5703.94,0,1
28,45859.41,339,59570,0.4396,29,4,1,3714.26,2,1
34,50382.36,481,57399,0.563,3,13,2,3281.99,3,1
21,23300.36,789,49437,0.1271,21,1,0,13799.89,2,0
64,79307.43,508,58907,0.2712,1,6,2,5598.04,0,0
42,203774.55,572,49723,0.1845,3,3,1,2826.63,1,0
47,146157.36,418,36655,0.5401,19,13,0,16751.59,0,0
26,24878.97,681,56833,0.4867,23,7,2,3087.12,2,1
38,108705.83,835,24997,0.574,17,3,4,666.09,0,0
37,69857.92,557,67876,0.2124,14,10,0,7942.78,2,0
36,42218.49,782,27013,0.1571,7,4,1,3271.89,0,0
36,50003.61,808,33862,0.3605,27,9,2,48.95,1,0
29,100250.61,391,53448,0.4753,9,7,1,6962.7,0,0
54,44438.37,460,46608,0.1069,26,4,0,22494.62,2,0
59,36021.28,448,41894,0.175,1,2,1,10332.01,3,0
34,45587.96,416,51649,0.3164,24,5,1,183.21,1,0
54,53944.39,757,63104,0.3921,8,8,2,4760.48,3,1
65,24431.23,344,77459,0.2904,15,2,1,2837.45,2,1
56,119026.67,533,40821,0.4518,21,9,1,11100.04,1,0
45,65464.42,674,48940,0.4698,25,5,3,6104.8,2,0
58,60140.69,846,11935,0.6992,11,6,0,1896.29,3,0
52,19716.04,496,13467,0.3229,4,7,1,6093.35,3,0
64,56705.12,324,12073,0.523,6,13,1,26793.78,2,1
65,20801.65,694,8691,0.2159,14,9,0,5289.87,2,0
35,18688.52,335,47538,0.4288,12,7,3,20427.72,1,1
31,48719.28,773,25490,0.2965,7,4,1,6451.96,2,1
52,38196.55,522,16688,0.4689,23,5,2,14173.7,3,1
61,54991.52,829,51650,0.2979,18,12,2,15410.75,0,0
58,19205.53,487,14829,0.1097,18,3,0,14302.26,3,0
24,40373.03,701,4086,0.2888,4,1,0,10174.89,2,0
58,23645.1,556,3590,0.5413,20,3,3,30467.79,3,0
30,210774.06,435,40893,0.181,17,13,0,26391.47,2,0
35,52061.91,743,74396,0.2883,20,1,2,3606.6,1,0
54,67332.7,717,39176,0.1915,16,5,1,11863.33,2,0
30,32714.81,591,68484,0.4579,26,7,4,10929.98,2,0
53,19478.93,428,27295,0.494,6,9,3,2234.7,2,1
48,182595.08,640,39131,0.1891,13,4,1,3079.77,2,0
19,30175.58,556,45893,0.2834,14,10,0,3721.57,2,0
33,39809.16,399,12924,0.1281,26,14,1,4028.48,3,0
26,62224.5,338,11851,0.402,22,10,0,19266.36,3,0
26,16125.33,562,8734,0.1885,16,1,2,14161.48,0,1
55,89794.32,449,43681,0.4605,2,7,1,16488.78,0,0
28,49610.29,629,6293,0.755,23,3,0,24421.33,1,0
39,29671.39,419,54203,0.2542,12,1,1,7222.51,1,0
50,17861.44,518,14820,0.0367,10,4,0,18044.32,0,0
53,22979.95,422,68827,0.1544,24,14,0,11885.55,3,0
62,116435.29,543,48163,0.1666,2,11,1,6251.02,1,0
40,67129.77,817,13391,0.3722,29,9,1,2154.9,0,0
62,27939.8,320,42970,0.4983,5,6,0,5625.95,3,1
62,18053.32,489,47823,0.2264,5,6,0,2314.01,0,0
51,67792.64,524,31796,0.2943,21,7,0,3385.07,1,0
26,53231.33,765,37389,0.1392,20,1,1,3333.97,1,0
41,38327.4,398,4352,0.4344,5,5,0,14314.31,2,0
25,35337.57,662,29172,0.1364,5,4,2,7088.48,0,0
24,25997.34,382,11937,0.4014,25,4,1,15757.27,0,0
53,64836.84,355,67481,0.0942,5,7,0,20988.88,0,1
35,173808.47,321,74509,0.3719,28,2,0,9458.99,1,0
20,23695.77,484,24552,0.1078,23,5,0,5229.07,3,0
45,55909.87,821,15118,0.0117,13,7,1,19433.19,0,0
23,39838.6,563,12290,0.1532,10,3,0,8382.54,3,0
61,41632.55,524,26123,0.8102,15,14,1,19444.68,0,0
61,28195.22,337,60551,0.4541,21,2,1,3084.59,1,0
38,93468.31,422,53136,0.5621,27,12,0,8341.55,3,0
45,44883.82,455,64886,0.1533,18,1,0,2379.38,0,0
57,50278.22,600,76902,0.357,6,5,0,11985.12,3,1
18,31357.48,366,68333,0.1816,5,12,1,8840.44,0,1
53,24029.65,693,45016,0.2139,29,12,1,8119.3,2,0
38,19042.2,704,22427,0.4639,10,5,0,10191.76,2,0
60,71348.11,748,3257,0.4442,24,4,0,4706.49,2,0
52,24830.14,430,68733,0.4962,3,8,1,2131.64,0,1
30,67714.17,368,9222,0.2638,0,2,2,16420.27,3,1
66,37271.11,644,26187,0.8338,21,13,3,4851.09,2,1
27,39186.09,619,21781,0.3933,8,12,0,45040.71,1,0
61,43499.74,476,12004,0.2648,12,4,1,6558.56,3,0
64,35628.21,828,58600,0.1099,7,5,3,6733.72,2,0
27,19772.23,459,26515,0.3102,1,9,0,11326.4,1,1
63,31673.86,832,72688,0.1694,15,3,4,10988.24,1,0
30,64043.42,434,73708,0.1139,18,13,0,1990.84,1,0
54,64318.6,410,4185,0.5755,7,1,1,3178.81,0,0
55,30173.39,582,55476,0.2448,11,14,0,2633.36,1,0
41,42736.93,819,32212,0.4313,10,4,2,548.84,3,0
19,24674.37,493,75697,0.3246,8,10,0,226.66,3,0
39,25628.7,346,49533,0.2387,23,6,2,10356.13,0,1
34,16049.26,641,38630,0.2314,9,7,2,6903.34,1,0
53,117175.59,541,69606,0.5114,0,4,2,22499.51,3,1
31,25647.78,821,75099,0.5666,18,4,2,3577.77,0,1
27,26617.52,669,17585,0.5281,28,6,2,15488.77,1,0
52,29757.78,430,50240,0.2598,26,1,1,1088.71,3,0
42,21132.93,569,15772,0.7261,23,5,0,16952.23,1,0
20,60882.26,360,72835,0.5141,16,11,2,25404.02,0,1
64,18515.22,463,76724,0.1296,27,3,2,9870.82,2,0
55,21484.69,824,18938,0.6814,22,8,2,13316.55,3,0
34,61572.86,571,22983,0.5034,3,5,0,44058.91,1,1
29,33675.06,432,13874,0.22,11,7,0,4751.16,1,0
69,70387.03,543,61896,0.5356,22,8,0,298.01,2,1
41,51681.51,733,47209,0.3886,19,8,2,11476.02,1,0
46,28308.42,337,33822,0.5647,7,13,0,134.19,0,1
60,62348.57,618,21750,0.2293,27,2,0,8400.5,0,0
42,20562.35,809,43083,0.4465,21,13,2,9100.05,1,0
53,49594.0,675,28946,0.2869,25,2,2,8782.74,1,0
43,40863.24,773,2552,0.1052,25,13,0,1814.25,3,0
55,29031.09,358,74331,0.2404,28,10,3,797.75,0,1
18,56685.92,798,6271,0.2803,15,5,1,23831.85,3,0
37,107273.95,517,66651,0.3727,23,13,2,7800.16,2,0
45,321752.7,428,29994,0.1432,27,3,2,3902.08,3,0
33,57114.98,682,28186,0.112,0,12,1,14772.93,1,0
64,38341.49,687,31267,0.0566,8,12,1,25466.24,3,0
34,26482.18,384,40140,0.8033,10,10,2,5178.78,3,1
57,28373.49,809,25935,0.2009,11,1,0,1034.79,3,0
45,44379.55,736,32748,0.4724,8,8,0,11796.6,0,0
29,35597.56,592,4837,0.3257,5,6,4,23808.45,3,0
44,125306.41,348,65875,0.3464,28,3,0,39325.86,2,0
59,35670.01,366,63694,0.2256,8,8,2,16795.49,3,1
64,36038.31,428,10610,0.3187,5,13,1,3122.71,3,0
47,36768.88,328,29615,0.2243,5,11,1,4435.1,3,0
58,96525.5,642,77644,0.2917,28,1,2,1470.39,1,0
51,62343.47,844,23347,0.3239,19,3,2,12473.87,1,0
54,57855.99,418,35062,0.6244,2,9,0,1854.32,2,1
23,33300.62,432,56122,0.8701,2,6,0,5655.74,1,1
24,91645.0,626,49431,0.1226,15,1,0,7587.65,1,0
49,16760.36,484,74086,0.3387,1,9,1,4821.29,0,1
49,107086.73,805,29205,0.4606,3,7,1,1621.61,2,0
42,47354.0,833,19459,0.4916,8,1,1,3422.37,1,0
50,37856.11,540,24750,0.1552,6,1,0,10017.53,0,0
24,45937.4,815,28729,0.2636,2,5,1,12976.38,1,0
69,64538.76,464,39585,0.3369,23,11,3,9535.67,0,0
29,15578.14,517,46635,0.2401,29,4,1,33741.27,1,0
33,107350.35,304,45854,0.3215,12,12,2,9509.6,1,1
33,41636.69,380,77226,0.6625,13,8,1,2553.3,1,1
60,33900.91,546,30104,0.5739,28,13,2,6754.11,1,0
53,21695.32,792,15770,0.522,8,2,0,18092.88,3,0
30,41048.89,685,76993,0.439,0,6,0,3942.31,1,0
24,45861.88,606,18957,0.2588,11,8,1,13357.18,2,0
53,38261.49,842,56178,0.2532,0,1,1,15380.1,3,0
64,66086.51,306,21828,0.4302,8,3,1,27175.74,2,1
68,39582.33,814,18171,0.3565,24,1,3,5127.87,3,0
26,161473.13,372,62465,0.5278,6,7,0,3003.27,3,0
49,56151.88,309,14146,0.1985,2,1,2,7091.71,2,1
28,89139.5,421,47266,0.1915,3,12,1,50645.6,0,0
25,20211.47,812,46939,0.2897,6,9,2,23241.15,2,0
50,37784.46,740,15202,0.6333,24,8,1,3340.12,1,0
40,33483.78,337,38142,0.1131,14,11,1,2190.47,1,1
42,52924.52,644,64828,0.6087,23,3,0,6480.93,2,0
25,103834.43,637,60046,0.1924,23,12,1,1812.52,0,0
62,18670.96,483,10849,0.3998,0,13,2,14189.47,3,1
39,18390.44,366,60272,0.5307,5,12,1,373.0,3,1
21,100465.81,316,21439,0.5173,21,4,0,2545.38,1,0
57,25770.15,682,79872,0.4746,4,9,0,183.89,0,1
20,64720.13,667,36344,0.5635,10,10,1,2571.38,3,1
46,50226.24,615,54276,0.1717,16,6,0,537.3,3,0
58,95510.6,796,6051,0.1493,2,5,2,11194.86,1,0
46,21013.49,644,50474,0.1771,11,13,2,8446.07,0,1
51,21255.57,772,76604,0.3168,19,5,0,2406.89,3,0
51,51619.9,414,17967,0.4782,29,1,1,2295.1,0,1
45,146661.36,399,22773,0.4296,9,12,0,3441.73,0,0
30,39126.28,737,75383,0.5607,6,14,2,16005.42,1,1
32,32816.58,644,71417,0.2796,14,1,1,1631.11,3,0
40,56992.0,648,42182,0.5316,20,3,1,1297.68,1,0
61,134956.02,438,64589,0.2045,17,2,3,7093.79,2,0
43,96610.31,623,74235,0.4528,18,10,2,20021.11,3,0
21,258001.91,601,25180,0.1536,28,14,0,2537.46,0,0
43,16027.22,593,65372,0.3965,29,1,3,1123.36,0,0
57,20388.77,828,52372,0.1862,0,12,0,6766.61,3,0
26,57311.01,591,70086,0.5645,29,5,0,13173.46,1,0
22,92310.27,373,23163,0.6996,21,14,1,9631.79,0,0
