age,annual_income,spending_score,num_purchases,account_balance,tenure_months,support_calls,region,noise_feature1,noise_feature2,true_segment
28.9,46333.0,88.7,17,3686.0,117,1,0,-1.03,37.151,3
55.9,57898.0,30.8,7,3742.38,60,5,1,1.164,0.588,2
49.9,46931.0,71.3,7,5118.66,70,0,3,-1.02,5.454,2
64.2,54540.0,39.3,5,6872.73,39,1,3,0.367,69.524,2
42.0,55655.0,83.7,17,4217.04,113,2,0,-2.716,64.966,3
26.3,29388.0,67.7,6,449.29,67,4,3,1.85,80.197,0
32.3,36274.0,89.2,24,2068.5,36,4,3,-0.581,9.515,3
25.8,44297.0,83.0,21,2216.56,98,1,0,1.434,76.509,3
22.9,32103.0,78.4,8,789.69,100,2,2,-0.002,77.421,0
30.3,53525.0,78.7,20,2158.21,56,1,3,1.233,80.753,3
21.5,36429.0,82.8,3,358.26,79,2,3,0.313,4.71,0
36.2,79829.0,22.7,12,16489.29,114,2,3,0.576,83.638,1
53.8,62858.0,84.1,10,7559.88,33,2,1,2.537,87.642,2
26.7,29791.0,76.8,4,560.46,33,3,1,1.125,58.038,0
34.6,44140.0,73.4,18,3324.88,5,2,1,-1.663,96.193,3
37.9,60493.0,84.2,13,3696.21,5,1,0,-0.94,51.496,3
61.0,55003.0,53.9,9,11092.83,115,6,2,0.266,81.405,2
30.1,31479.0,82.2,3,78.17,3,1,2,0.903,17.767,0
41.7,79143.0,28.8,14,15274.28,107,0,2,-0.244,38.94,1
60.1,49573.0,27.0,6,8614.23,31,2,2,-0.268,41.427,2
31.9,31583.0,74.2,24,3009.03,47,2,2,0.736,35.574,3
59.8,69429.0,69.4,6,8895.33,28,3,0,-0.698,11.133,2
44.0,70063.0,38.0,5,16301.32,5,0,0,-1.251,40.219,1
50.4,41778.0,61.0,10,8283.3,30,1,3,0.175,95.086,2
50.9,57554.0,64.0,11,8081.55,17,1,3,1.39,57.217,2
28.6,48614.0,86.6,19,5055.11,53,1,3,-1.316,96.269,3
33.3,25405.0,71.2,3,616.55,55,2,2,2.063,69.729,0
39.5,43702.0,87.7,23,3291.74,80,2,0,0.726,41.02,3
54.2,62775.0,31.5,3,11082.28,61,3,0,1.441,31.821,2
35.0,46167.0,86.8,14,3118.44,72,2,1,0.973,9.882,3
42.3,72543.0,45.4,11,7691.36,32,2,2,-0.638,46.188,1
47.4,57262.0,54.5,7,8383.6,55,4,0,0.084,83.091,2
41.5,36217.0,66.5,17,4090.45,15,1,1,1.087,13.638,3
33.4,26242.0,92.1,6,378.03,79,2,0,0.483,92.695,0
25.8,39754.0,77.1,24,1602.82,30,4,0,-0.527,69.137,3
51.0,65234.0,60.7,1,8537.12,104,4,1,1.907,71.577,2
21.8,20312.0,65.7,1,330.34,64,3,3,0.191,61.369,0
37.4,81128.0,37.8,14,15066.02,37,2,0,-1.939,22.999,1
53.5,48241.0,35.8,4,4594.25,104,1,2,-1.412,28.352,2
26.3,24189.0,81.5,4,357.76,33,3,2,0.494,94.007,0
52.1,49866.0,70.4,5,7347.14,25,2,2,0.587,54.087,2
31.2,67919.0,21.5,9,25738.54,81,2,3,-0.656,32.751,1
52.2,51613.0,29.3,11,7882.8,115,1,1,-1.445,2.193,2
30.5,24081.0,66.1,7,435.61,3,3,1,-0.284,40.382,0
30.5,48341.0,85.6,13,2499.29,18,1,1,1.932,9.876,3
33.6,44591.0,82.0,19,2165.25,43,2,0,-0.095,20.473,3
36.0,46589.0,93.1,19,4686.9,54,1,3,-1.581,71.327,3
51.9,61587.0,74.9,12,8642.56,7,5,0,-1.285,6.334,2
24.9,26899.0,62.6,5,445.41,89,4,0,-1.044,0.811,0
38.0,53841.0,88.4,16,2504.2,46,2,3,0.049,56.668,3
18.7,29555.0,71.0,9,683.96,79,0,0,-0.134,61.055,0
26.4,13719.0,72.0,10,397.69,74,3,0,-0.908,20.489,0
36.3,83714.0,43.4,9,15283.42,80,2,2,0.877,95.867,1
38.6,97697.0,26.4,8,7297.55,26,1,2,-0.334,80.952,1
26.0,46030.0,79.2,25,3964.06,21,1,2,0.757,26.324,3
47.6,59752.0,62.0,11,8510.8,60,3,1,0.269,97.044,2
45.6,72723.0,33.5,16,14423.17,61,3,2,-1.136,38.14,1
43.4,105236.0,36.9,12,25607.99,10,1,0,-0.266,9.635,1
26.3,46889.0,87.9,24,2732.01,75,1,0,-0.86,51.479,3
38.5,67867.0,31.7,14,12632.32,47,0,0,0.202,85.796,1
46.7,61259.0,18.1,12,21846.03,84,1,1,-1.588,23.836,1
18.0,27964.0,72.3,3,732.55,98,3,0,1.848,67.758,0
34.5,50123.0,79.4,24,3034.8,39,0,3,1.006,64.755,3
57.4,65342.0,64.9,7,13961.56,20,3,3,-2.123,44.378,2
25.2,29430.0,83.9,7,602.64,114,2,1,-0.879,47.004,0
25.9,23755.0,77.1,6,652.76,77,4,2,-2.523,52.161,0
57.6,39500.0,35.3,9,8048.53,87,5,1,0.104,8.798,2
65.8,45513.0,52.0,1,7732.5,14,0,3,-2.107,27.582,2
46.4,80778.0,63.5,15,10439.52,28,2,0,1.484,16.801,1
28.6,54520.0,76.3,28,2661.04,106,3,2,0.271,35.55,3
30.2,37005.0,90.0,4,639.66,87,2,1,-0.024,83.87,0
50.7,64955.0,24.5,10,13872.19,104,4,1,-0.418,53.456,1
25.0,45349.0,69.4,15,3332.17,4,1,0,-1.882,38.172,3
40.8,85180.0,34.3,14,6963.34,98,3,0,-0.811,80.077,1
50.8,54973.0,60.3,9,8293.76,112,2,0,0.143,54.904,2
37.0,72738.0,6.1,12,12321.94,34,5,2,-1.464,24.687,1
35.0,57854.0,46.1,10,13814.44,83,3,3,-0.613,19.274,1
27.5,53091.0,75.2,23,2651.81,26,0,3,-1.684,98.567,3
31.0,72961.0,30.7,6,14214.31,11,1,2,0.494,9.675,1
37.1,51482.0,76.7,24,3412.05,30,1,2,1.236,92.37,3
30.3,29368.0,85.6,3,619.24,18,1,1,-2.951,68.873,0
32.7,28553.0,60.1,2,183.92,30,2,0,1.041,23.51,0
20.1,20611.0,83.6,4,346.33,18,1,3,-0.829,41.787,0
60.7,56123.0,50.4,9,9148.32,58,0,3,-0.622,83.626,2
40.5,61594.0,43.0,13,9898.35,75,3,1,-0.341,40.223,1
43.5,44223.0,91.6,19,3074.85,66,4,2,-1.611,29.853,3
38.7,66062.0,21.6,17,18352.13,19,2,0,-0.415,17.657,1
25.4,38699.0,69.5,13,2035.86,21,2,3,2.141,7.527,3
23.4,20634.0,56.9,4,606.01,17,2,3,0.373,94.101,0
28.0,43674.0,78.4,19,2123.08,34,3,3,0.942,66.585,3
43.4,45447.0,86.0,21,2729.91,108,2,3,1.257,22.39,3
30.1,30898.0,74.6,25,3944.35,112,1,3,2.004,54.801,3
52.8,43918.0,100.0,15,3180.67,79,2,0,-0.228,88.247,3
43.8,41981.0,72.5,19,2690.43,39,2,3,0.636,52.634,3
52.7,69306.0,48.7,7,5856.61,37,3,2,0.595,28.963,2
21.1,30022.0,89.6,3,217.96,84,1,2,0.433,28.211,0
29.0,15937.0,86.1,10,443.22,4,1,0,-0.316,3.269,0
39.7,50427.0,82.9,22,3092.69,17,1,0,-0.757,2.204,3
53.4,41705.0,60.7,5,8600.2,25,1,1,1.191,45.118,2
42.5,42237.0,92.0,25,3709.39,8,1,3,-0.409,46.424,3
40.3,70335.0,36.7,8,18188.38,57,2,2,-0.532,71.739,1
33.2,38714.0,65.9,5,387.68,118,3,2,-0.232,97.977,0
25.0,35198.0,85.6,5,594.82,105,0,2,-0.964,10.538,0
59.3,59354.0,44.8,11,7810.95,27,2,2,-0.612,0.207,2
31.5,72251.0,44.6,15,15808.09,56,5,2,0.001,6.328,1
21.9,29223.0,69.7,7,658.54,31,4,1,-2.624,37.713,0
40.9,61967.0,27.1,8,15912.64,72,1,1,-0.204,80.163,1
19.6,28146.0,79.1,4,485.06,25,0,3,-1.318,24.539,0
57.5,73540.0,61.6,7,8988.2,60,3,3,1.198,14.114,2
43.4,67765.0,27.9,15,20948.81,73,2,0,-0.643,0.821,1
45.0,17040.0,79.2,15,3232.22,42,0,0,1.373,59.463,3
33.9,76676.0,19.9,16,11205.56,44,1,0,-0.334,49.48,1
51.0,92441.0,26.0,9,10684.92,107,5,2,-0.688,68.393,1
27.8,24133.0,82.3,3,633.89,1,7,0,0.373,65.203,0
27.9,31242.0,89.3,6,617.39,100,4,1,1.293,66.657,0
45.4,87124.0,29.4,12,13894.39,94,1,0,-0.068,64.915,1
51.8,79090.0,52.3,17,12594.92,112,0,2,-0.035,19.351,1
60.1,59730.0,46.1,10,8458.3,113,1,1,-0.397,42.021,2
38.9,76187.0,40.1,17,16913.38,54,3,1,0.612,19.894,1
56.8,91114.0,38.5,5,7416.99,114,2,3,-1.891,88.89,2
34.8,47529.0,80.4,13,1670.81,112,4,3,-1.24,58.43,3
30.7,54552.0,75.7,17,3821.04,110,1,0,-1.689,78.204,3
25.2,28148.0,68.5,6,213.07,55,0,0,1.703,27.356,0
36.7,72619.0,38.3,14,8364.64,14,4,0,-0.417,82.737,1
21.2,40315.0,67.9,11,551.48,57,2,0,0.927,14.763,0
21.7,26467.0,73.6,5,492.58,42,1,1,-0.525,0.309,0
33.0,47935.0,79.8,22,2715.06,48,4,0,0.272,98.439,3
18.8,18350.0,76.9,7,321.46,110,0,3,0.303,3.953,0
42.2,64110.0,26.8,14,11328.47,68,1,3,-1.264,29.06,1
65.0,58192.0,55.6,6,10286.78,26,2,2,-0.246,23.665,2
54.5,47297.0,59.9,8,12128.65,14,4,3,-0.815,26.044,2
53.5,44088.0,57.1,7,5292.86,64,5,3,-0.274,22.273,2
28.0,27807.0,78.9,3,286.19,58,2,0,0.487,12.2,0
36.2,60600.0,30.8,7,12020.08,40,1,1,-1.46,77.258,1
48.0,41365.0,67.2,3,11584.29,45,3,0,-1.019,75.389,2
23.6,38055.0,63.9,2,352.55,36,0,1,0.825,71.973,0
33.4,75503.0,25.7,14,19959.82,47,3,1,-0.188,65.215,1
24.5,23719.0,86.6,5,272.85,3,0,2,0.735,48.949,0
26.8,22165.0,81.7,3,29.15,58,2,2,0.997,58.445,0
34.5,83772.0,38.4,9,15326.97,84,1,1,-0.544,3.083,1
24.3,30397.0,85.7,8,805.47,70,1,0,0.363,47.774,0
56.3,57238.0,43.4,9,7740.54,21,1,2,-1.01,85.247,2
55.3,69259.0,70.9,9,7458.19,11,2,1,-1.557,21.097,2
36.9,31361.0,85.2,21,4026.65,91,3,0,-0.744,70.791,3
20.5,28216.0,80.7,2,740.67,94,1,3,-0.061,9.51,0
26.0,23488.0,59.2,5,335.54,55,1,2,-1.127,7.734,0
25.9,25591.0,67.3,2,556.94,14,0,2,-1.157,73.904,0
56.6,65427.0,41.7,6,5557.65,47,4,3,-0.628,30.773,2
56.1,55444.0,51.7,8,5858.33,82,3,2,1.02,33.31,2
26.6,28132.0,68.4,4,294.12,70,2,1,-0.592,55.186,0
26.8,46923.0,83.0,18,1428.07,44,1,2,2.459,77.677,3
26.8,30522.0,81.1,4,595.42,41,2,2,-0.384,94.035,0
62.6,52885.0,43.5,9,5323.85,96,3,0,0.041,25.614,2
57.1,37314.0,39.0,5,6538.78,97,3,1,-0.734,51.184,2
44.7,36103.0,93.5,13,5251.09,64,1,1,0.877,47.707,3
58.0,51816.0,48.9,7,9643.71,116,2,1,1.095,31.519,2
38.9,50496.0,88.1,26,1971.91,119,1,2,0.024,78.363,3
39.4,81051.0,49.7,14,15575.54,76,2,2,0.354,42.8,1
38.7,57899.0,76.9,20,2882.64,68,2,3,0.493,44.676,3
23.6,32301.0,70.5,4,600.38,50,2,0,-0.995,2.843,0
34.7,43980.0,74.0,29,823.81,54,2,3,0.048,51.818,3
53.3,68191.0,62.6,5,4492.6,100,0,3,-0.403,84.517,2
33.0,34970.0,86.2,16,2950.76,49,3,1,-1.731,29.043,3
36.4,60933.0,25.7,11,14392.83,107,3,2,-0.015,94.706,1
61.4,42485.0,29.8,6,4983.75,64,1,1,0.253,54.969,2
54.4,60888.0,70.8,6,6510.26,75,0,2,1.534,45.628,2
53.1,52757.0,13.8,8,11637.57,100,1,2,-1.285,50.655,2
24.4,33971.0,62.0,4,684.53,79,1,0,-0.591,31.43,0
26.4,35637.0,78.9,6,280.38,88,3,1,0.16,69.511,0
29.1,25589.0,73.8,9,376.63,55,6,1,-0.794,78.771,0
28.5,29183.0,82.5,8,213.7,33,5,2,-1.037,2.377,0
33.1,39593.0,81.3,26,2867.5,92,1,2,0.581,84.733,3
28.3,18258.0,68.6,4,172.74,40,3,3,0.065,2.785,0
25.5,38503.0,89.8,22,1945.8,4,4,3,0.594,73.787,3
43.9,75842.0,51.5,10,8801.7,76,1,3,0.213,64.478,1
25.3,26226.0,93.8,5,580.3,80,1,2,-2.071,66.119,0
38.0,45412.0,94.4,18,1699.75,12,2,0,0.319,58.568,3
56.4,72339.0,73.1,7,10292.54,46,2,1,-1.113,97.322,2
37.3,70933.0,25.6,13,20037.53,85,0,0,-0.917,2.864,1
53.0,35902.0,49.5,8,7583.24,26,0,1,0.159,74.51,2
48.1,46981.0,39.7,7,8924.03,73,2,3,-1.683,38.685,2
25.7,31408.0,77.0,2,333.34,20,4,0,-0.008,56.765,0
25.5,38096.0,79.6,25,4006.84,114,3,0,0.31,62.906,3
29.6,53715.0,88.6,20,2438.99,118,2,3,0.382,14.684,3
60.0,59266.0,64.5,4,8360.57,85,1,3,2.075,11.896,2
34.9,24899.0,54.5,4,614.77,42,0,0,-0.2,19.557,0
47.4,60388.0,40.5,9,8732.79,69,2,2,0.277,27.481,2
30.1,29633.0,74.5,8,586.16,116,1,1,-0.137,35.594,0
24.4,25433.0,60.9,4,332.34,61,0,1,-0.926,7.921,0
42.4,65598.0,44.6,11,17588.82,11,0,0,-1.144,40.637,1
36.5,64409.0,23.0,10,18423.3,69,4,0,0.269,92.149,1
32.9,29821.0,70.8,22,2296.13,80,2,1,-1.371,74.222,3
53.9,32928.0,63.5,9,7073.42,12,2,3,0.718,73.114,2
53.8,62508.0,71.2,4,7299.19,101,2,0,-1.321,36.346,2
34.6,87184.0,46.4,7,8479.32,98,2,3,0.29,59.939,1
45.0,70768.0,26.7,14,14184.48,64,3,1,-0.759,27.339,1
45.6,84945.0,56.3,10,15664.12,22,2,2,-0.121,38.597,1
26.7,54728.0,91.6,21,3128.86,15,0,1,-0.485,37.958,3
24.1,22910.0,74.8,2,702.74,96,4,3,-1.263,77.594,0
33.9,49803.0,79.5,19,3041.94,97,3,3,0.482,52.174,3
57.2,58004.0,68.0,1,9089.49,99,6,1,2.534,39.68,2
28.9,61358.0,45.8,10,20427.59,68,2,0,-0.067,16.888,1
55.0,72442.0,56.4,10,7106.41,80,1,3,-0.019,92.032,2
38.8,63001.0,36.3,12,14901.55,74,4,2,0.684,35.602,1
40.6,41854.0,76.4,14,2823.65,109,2,0,0.004,33.456,3
31.3,33784.0,80.4,18,3241.39,43,2,3,0.886,36.466,3
40.2,54762.0,20.1,8,14498.71,97,3,3,0.979,25.681,1
47.3,61983.0,23.2,18,18952.0,76,0,3,1.536,83.55,1
49.6,48038.0,54.1,9,5444.86,61,0,1,-0.035,69.497,2
33.4,32576.0,89.8,16,1186.71,79,2,3,0.245,68.801,3
19.7,30714.0,90.4,3,904.92,31,1,2,-0.024,50.824,0
48.6,64998.0,39.4,3,6031.24,99,3,2,1.892,21.174,2
53.3,52880.0,65.9,4,5318.04,48,3,2,-0.821,44.381,2
57.3,49601.0,47.5,2,4860.13,87,3,2,-2.126,84.824,2
24.4,23879.0,91.8,5,242.91,32,3,1,-0.935,72.946,0
56.3,52339.0,67.3,8,9411.17,112,2,2,-0.665,53.164,2
26.3,30189.0,79.0,21,2684.46,89,1,0,0.536,80.762,3
24.3,24777.0,92.3,6,366.55,69,2,3,-0.237,44.781,0
24.6,31791.0,73.9,7,425.66,117,1,2,1.013,80.142,0
26.8,32224.0,82.2,11,1850.13,58,0,1,-1.756,55.209,3
31.8,30987.0,76.9,1,688.72,117,2,0,-0.592,28.906,0
29.2,55495.0,85.2,20,1145.31,41,2,0,-0.744,61.076,3
27.5,52077.0,35.1,15,12953.98,78,2,0,-1.283,70.422,1
22.5,28784.0,58.4,7,0.0,31,2,2,0.586,69.035,0
41.0,43829.0,83.0,21,2984.61,48,0,0,0.994,72.72,3
36.0,64008.0,31.4,10,16091.56,78,1,2,-0.012,89.234,1
48.1,62550.0,71.7,8,7151.27,42,6,3,0.8,15.846,2
34.8,84640.0,13.8,14,16554.91,14,2,3,-0.548,70.518,1
56.9,40871.0,66.9,14,8120.99,62,4,3,0.558,85.982,2
28.4,13780.0,78.4,7,340.65,70,1,1,-0.066,37.259,0
35.6,64147.0,21.0,9,18867.61,61,1,0,-0.118,40.157,1
26.3,37406.0,68.7,29,2698.67,59,1,2,-0.702,18.534,3
36.6,77982.0,45.1,6,22693.01,89,2,1,1.641,57.171,1
61.8,62804.0,66.5,12,6648.88,44,4,0,0.496,94.569,2
42.5,66515.0,30.9,14,16448.87,92,1,2,1.096,20.392,1
30.4,35639.0,72.8,15,2396.24,49,0,0,-0.136,81.094,3
24.4,29566.0,91.6,5,609.17,81,3,2,-1.125,21.608,0
48.6,39581.0,81.7,17,3085.96,4,2,3,0.43,14.449,3
34.9,75524.0,20.1,16,13304.52,28,1,3,-0.779,59.25,1
22.1,21027.0,57.8,2,696.0,71,1,0,0.745,63.579,0
27.1,28503.0,76.7,5,473.65,106,2,2,-2.009,77.336,0
26.3,31080.0,73.4,6,489.65,6,1,0,-1.039,55.511,0
55.9,51887.0,46.9,11,7286.72,106,3,1,0.014,40.717,2
35.0,91641.0,40.9,17,19923.36,56,1,2,1.18,14.692,1
34.9,40906.0,70.9,21,2803.94,101,0,3,0.131,45.266,3
35.2,78559.0,30.7,8,18189.48,58,1,2,-0.976,77.35,1
25.7,32690.0,86.1,3,426.6,107,1,3,0.589,93.244,0
51.6,67902.0,61.5,5,8320.79,113,1,1,-0.457,68.027,2
60.8,68277.0,47.9,10,7921.41,93,2,2,2.021,81.129,2
22.7,33380.0,92.8,4,622.37,92,1,2,-1.151,68.997,0
26.3,28729.0,72.0,5,468.21,83,1,2,-0.499,23.591,0
30.0,30558.0,73.7,8,635.18,78,3,3,-0.317,84.474,0
56.7,61960.0,50.1,9,10754.5,110,1,0,0.666,75.783,2
52.7,71534.0,52.8,11,7914.19,13,1,3,0.745,21.35,2
28.1,55152.0,19.6,8,18894.43,29,3,1,1.65,50.567,1
37.5,50568.0,68.8,16,3638.88,35,5,3,0.689,93.415,3
30.1,47823.0,77.9,22,2736.82,41,4,0,0.19,68.02,3
54.4,72244.0,84.1,10,7000.69,61,1,2,0.231,90.067,2
33.4,36449.0,87.2,19,3849.39,2,1,2,0.339,25.995,3
26.3,31685.0,61.8,6,382.77,66,3,1,0.769,82.704,0
25.0,26505.0,83.6,6,108.93,26,0,0,-1.161,17.944,0
41.5,60832.0,32.4,12,14973.41,1,1,2,-0.281,77.495,1
28.3,26222.0,68.6,7,477.97,92,1,2,0.783,66.052,0
55.7,46920.0,49.5,3,8378.11,37,1,0,-1.088,80.952,2
38.7,39192.0,76.7,30,2743.84,98,3,2,1.788,75.577,3
21.1,27921.0,67.4,9,854.1,110,4,1,-0.212,46.786,0
30.2,23561.0,77.4,3,640.19,24,2,2,0.324,90.609,0
48.3,62401.0,28.1,8,19771.01,49,2,3,0.959,39.086,1
35.7,40721.0,100.0,20,2788.78,60,3,1,-1.159,43.391,3
39.8,75515.0,31.8,9,14928.17,112,0,0,1.011,76.081,1
56.4,53488.0,58.0,4,4206.65,93,3,1,-1.068,80.819,2
21.9,23981.0,80.1,6,577.01,92,1,2,-0.721,33.556,0
22.0,30930.0,65.9,4,569.83,98,4,3,0.012,53.835,0
34.1,50402.0,74.5,20,2996.24,118,1,1,0.168,19.474,3
36.9,36959.0,86.2,21,2912.97,97,0,0,-0.024,6.814,3
18.0,36562.0,62.7,7,98.04,38,1,2,-0.94,38.247,0
42.6,48858.0,89.9,23,3415.62,34,2,3,0.301,94.448,3
59.2,56288.0,44.2,5,6523.74,69,1,0,-0.271,26.775,2
34.5,47541.0,82.3,16,3473.68,94,0,3,0.771,4.045,3
46.0,72146.0,28.8,10,24065.1,86,2,1,-0.212,64.544,1
60.4,44543.0,74.8,4,8602.12,3,2,1,-0.193,37.923,2
40.3,87109.0,36.6,10,19582.46,29,4,2,0.392,74.054,1
56.6,51767.0,38.5,6,8404.19,31,2,1,1.012,25.912,2
26.9,31620.0,83.9,10,331.37,94,1,0,0.597,70.684,0
22.8,26568.0,88.7,4,327.34,93,2,0,-1.485,86.14,0
44.9,81099.0,36.8,17,25272.22,31,1,0,1.124,49.739,1
63.4,49073.0,73.5,9,8192.76,88,0,2,0.72,95.48,2
25.7,21972.0,76.1,3,310.52,117,3,3,-2.338,80.329,0
52.0,60283.0,45.8,8,8993.03,105,0,0,0.976,44.002,2
37.7,52630.0,82.5,18,3633.53,23,2,2,1.359,33.435,3
23.4,22018.0,79.6,3,410.73,48,4,3,1.976,99.313,0
55.9,51943.0,37.6,8,8540.52,38,4,1,0.132,93.201,2
37.0,86857.0,15.0,14,17749.07,53,2,2,2.528,73.138,1
50.0,42509.0,86.3,22,2569.65,49,1,2,-0.156,35.451,3
23.7,26912.0,86.6,2,447.77,113,3,3,0.464,9.404,0
54.7,50412.0,50.2,10,8479.1,34,6,2,-1.001,13.255,2
31.2,49892.0,81.6,20,3876.0,88,2,1,-1.415,75.932,3
21.5,46419.0,90.2,22,4507.74,25,6,0,0.667,65.225,3
49.1,55169.0,42.2,9,6710.43,2,1,2,-0.88,26.183,2
35.3,71600.0,37.9,16,14990.87,70,2,2,-0.515,8.365,1
57.5,53840.0,58.2,6,6037.4,41,1,1,-0.181,98.739,2
33.6,41262.0,84.1,16,2401.04,58,2,0,0.294,68.992,3
49.9,65254.0,64.5,7,7791.43,96,2,2,-0.418,0.858,2
21.4,22881.0,81.6,4,1011.13,108,1,2,-0.11,15.935,0
24.5,34233.0,79.1,19,3192.83,77,1,3,-0.155,62.63,3
55.8,63179.0,49.0,7,6668.79,16,3,2,1.234,13.068,2
59.9,60742.0,59.7,7,10221.3,90,5,0,-0.524,36.993,2
27.6,32437.0,80.5,8,422.08,10,2,2,-0.162,66.638,0
54.0,63550.0,49.4,13,7643.05,4,0,1,-1.406,0.354,2
42.2,80274.0,9.2,8,13752.97,14,3,2,1.27,0.264,1
51.5,51259.0,80.2,8,9694.23,24,4,0,-0.404,36.807,2
21.6,25350.0,87.0,3,489.7,102,2,3,-0.637,98.366,0
60.6,60866.0,50.5,9,9388.02,101,2,0,-0.381,19.856,2
38.3,40049.0,72.2,17,3448.17,103,3,1,-0.77,44.488,3
18.0,31125.0,90.8,2,362.96,87,1,1,-1.088,67.938,0
35.6,44795.0,79.5,17,2860.35,75,2,0,-1.767,38.241,3
32.6,80739.0,22.1,12,17680.46,8,1,3,1.368,59.843,1
28.2,33002.0,85.7,15,3460.09,6,0,0,-0.327,4.274,3
42.6,44832.0,84.9,23,3022.56,98,3,0,-0.233,51.529,3
56.5,60864.0,59.0,12,11307.77,37,3,2,0.661,29.084,2
57.0,45766.0,65.4,8,7967.36,97,0,1,0.132,92.633,2
36.2,46848.0,78.1,14,3327.55,109,2,2,-0.36,52.826,3
42.8,96675.0,24.9,10,16295.64,55,0,0,-0.281,33.11,1
43.7,83955.0,21.8,14,20943.24,74,1,1,0.192,26.334,1
47.3,69111.0,27.8,4,6362.2,100,3,0,0.82,8.936,2
36.0,36866.0,89.2,14,2885.8,7,4,1,-0.538,59.193,3
26.2,42616.0,91.6,20,3632.51,51,2,1,-0.17,18.21,3
37.8,52958.0,83.3,20,2509.06,81,1,1,0.81,90.292,3
37.8,78445.0,31.1,15,16817.89,84,2,3,0.957,94.166,1
40.6,33844.0,80.3,20,3723.84,111,0,3,0.157,46.414,3
22.9,35160.0,60.7,5,374.49,28,3,2,0.914,37.13,0
52.7,39061.0,60.6,7,7019.07,88,1,2,-0.925,42.216,2
19.3,22108.0,96.6,5,139.55,38,4,0,-0.507,32.261,0
41.9,74589.0,25.1,18,14311.69,73,3,1,0.069,92.096,1
34.1,74012.0,23.2,11,13110.93,54,4,1,-1.524,94.629,1
44.6,52490.0,26.4,17,13720.89,94,0,1,-0.569,38.964,1
60.8,58694.0,74.8,5,6926.74,39,1,2,-0.018,87.446,2
37.1,63199.0,24.6,18,15662.29,53,3,0,0.643,62.746,1
38.7,63571.0,46.6,14,11314.1,36,0,0,-0.546,83.724,1
22.5,28255.0,74.5,7,502.4,17,1,0,-1.949,52.104,0
37.2,73700.0,32.0,9,6868.37,62,0,1,-0.424,11.697,1
28.9,24658.0,58.3,7,376.3,116,0,2,0.392,43.335,0
19.5,50395.0,61.1,5,654.35,16,2,2,-2.244,50.71,0
52.8,56473.0,53.7,8,12311.37,62,2,1,-0.02,70.684,2
53.8,63614.0,62.3,9,4564.74,34,3,3,0.744,78.386,2
56.3,55432.0,48.8,10,8852.39,107,1,2,1.926,11.49,2
42.4,78717.0,36.3,5,6882.17,7,1,2,-0.788,65.156,1
52.6,51807.0,39.4,11,12254.93,91,0,2,-0.061,49.925,1
28.3,44946.0,92.1,25,2824.37,115,1,2,-1.143,55.036,3
51.8,55869.0,43.5,8,8195.28,7,2,3,0.655,17.861,2
36.2,122308.0,30.8,8,10315.07,49,6,1,1.574,9.945,1
30.2,22451.0,74.6,5,488.25,96,2,3,0.479,30.842,0
31.4,80077.0,30.4,13,18028.04,80,1,3,0.313,29.124,1
40.1,68147.0,17.4,12,11765.14,83,1,3,1.701,30.703,1
48.5,99572.0,31.1,11,14981.14,113,4,2,-0.463,99.637,1
50.7,43919.0,60.8,10,3222.28,26,1,1,1.012,53.831,2
53.1,72758.0,49.2,7,7435.39,65,1,1,-0.257,90.304,2
57.8,43236.0,31.3,3,9527.78,107,2,1,1.852,66.684,2
26.6,52621.0,76.7,20,1049.97,30,2,0,-0.673,8.955,3
44.8,36473.0,83.6,23,2502.82,43,3,1,2.066,41.328,3
57.4,65303.0,67.2,8,9093.52,79,2,2,0.741,57.196,2
38.2,31649.0,78.6,22,2669.6,54,1,2,0.461,73.949,3
24.1,17954.0,72.1,4,547.87,67,0,0,-1.101,64.565,0
23.5,26910.0,100.0,5,585.25,20,0,1,-0.851,83.132,0
22.1,24777.0,79.6,3,249.3,83,2,0,0.96,68.873,0
56.6,67463.0,60.7,8,12591.34,27,2,2,0.699,2.068,2
35.9,45076.0,82.0,24,3084.6,1,5,2,-0.25,7.818,3
25.6,28315.0,62.8,7,726.34,45,1,0,-0.601,67.737,0
28.2,42771.0,89.9,24,2513.3,52,2,2,-1.257,57.178,3
19.4,21937.0,74.2,4,319.9,13,0,2,-0.86,21.104,0
35.7,44568.0,69.6,16,3950.16,63,3,2,0.624,27.592,3
33.3,72486.0,33.4,10,9790.37,33,1,0,1.684,36.865,1
19.1,29000.0,77.2,6,925.37,63,0,3,0.037,53.667,0
33.3,84880.0,46.0,9,15351.61,43,2,0,-1.585,99.896,1
35.5,90131.0,36.9,9,19394.51,24,0,0,0.47,95.758,1
42.8,68606.0,36.8,16,8036.41,75,3,1,0.549,46.631,1
36.3,61404.0,24.0,10,16054.49,69,1,1,1.012,72.448,1
40.0,42069.0,80.0,26,3796.26,107,0,0,-1.164,17.961,3
63.6,48398.0,47.6,7,5500.9,112,2,2,0.083,34.424,2
40.9,59334.0,22.9,7,18603.37,96,2,0,-0.94,91.0,1
53.8,71393.0,62.1,8,9368.24,62,3,2,0.496,13.358,2
49.0,63687.0,46.7,11,7172.88,99,1,2,-1.578,85.309,2
39.1,58964.0,21.8,4,9297.77,116,1,1,-0.706,5.465,1
40.9,51734.0,52.0,13,13752.53,115,1,3,1.22,29.683,1
